tick,pubid,age,xcor,ycor,borough,OAID,spend,nearby_pubs,rating,numrat,income_per_tick,pubrent,alive_at_40,int_xcor,int_ycor
39,ChIJHSx4No4PdkgRa_CXDXr34cs,40,-26.2279,-1.3298,Hammersmith and Fulham,E00009561,193628.01,53,4.3,1146,1247282.0489,10060,1,-26,-1
39,ChIJHTS4oycPdkgRm0RMp-85XgQ,40,-25.1311,-5.428,Hammersmith and Fulham,E00009632,338359,46,4.400000000000001,312,1919128.2392,9780,1,-25,-5
39,ChIJHV_CrB4FdkgRQaTpWsgHYvc,40,-14.1391,-0.1231,Westminster,E00190395,292429.6699999999,41,3.9,1370,2476174.5784,15000,1,-14,-0
0,ChIJHW-FsGwQdkgRK3MlTzubQMA,1,-28.5012,17.7084,Brent,E00002833,208261,30,4.6,506,1380995.4512,12690,0,-29,18
39,ChIJHWMU1YgcdkgR9-vvoplu6M4,40,1.2145,24.2827,Islington,E00013849,96743.48,35,4.6,391,923507.1204,6180,1,1,24
39,ChIJHX3lxQcPdkgRlvJaQvWqFl4,40,-30.1627,-9.6496,Wandsworth,E00170900,214487.01010101012,32,4.6,480,1199508.3847,9060,1,-30,-10
39,ChIJHYQk2KkfdkgR580P4ZIgggY,40,3.8067,55.2819,Enfield,E00007248,43660.23999999999,12,4.5,140,609842.2755,4530.000000000001,1,4,55
39,ChIJHYRQ6zAYdkgRKaiVysuxzDo,40,-21.9522,61.4693,Barnet,E00001248,123318.28,13,4.1,1252,743002.657,5875,1,-22,61
39,ChIJHYutP3MFdkgRMCjchTYGsYk,40,-18.5846,-3.8371,Wandsworth,E00170942,218528.1511627907,34,4.5,2479,1343813.2662,8164.999999999998,1,-19,-4
39,ChIJHbqUopACdkgRNZT2XfnuntM,40,17.7964,0.0728,Tower Hamlets,E00021219,219765.96,14,4.1,210,1574678.5503,8000.000000000002,1,18,0
39,ChIJHc02i00EdkgRZs4pZUxzZFE,40,-10.1834,-9.3786,Lambeth,E00015576,156542,41,4.400000000000001,1109,1039335.9549,7735,1,-10,-9
39,ChIJHd1ENH4cdkgRZGMSyrxGEso,40,-1.4594,26.578,Hackney,E00008995,106239,35,4.2,1304,1207383.7914,7289.999999999998,1,-1,27
39,ChIJHdDSzTsHdkgRvWDoEe_QrUY,40,-3.8498,-43.9137,Croydon,E00180965,52577,21,4.6,66,693886.1131,3670,1,-4,-44
39,ChIJHdXbES8bdkgRrRUNmyyOnCY,40,-3.7538,35.6991,Haringey,E00010049,40735.15,10,4.1,14,889999.2628,5789.999999999999,1,-4,36
39,ChIJHdp8hmcDdkgRmEriZXopHdA,40,0.436,0.6227,Southwark,E00019949,60770.05,34,4.6,122,1091636.2232,6465,1,0,1
39,ChIJHeJwixMHdkgRC8QH4HibU_s,40,-17.227,-47.7244,Sutton,E00020633,78197,18,4.3,703,608616.1111,5320,1,-17,-48
39,ChIJHfZiazAddkgRh5cO6fes5RA,40,12.517,14.1862,Tower Hamlets,E00021509,174225.03999999998,36,4.8,687,921016.1181,7944.999999999998,1,13,14
39,ChIJHwD_fNAMdkgR9eK-_KbEwRU,40,-66.0553,-10.8189,Hounslow,E00013175,110696.09,22,4.3,197,958454.9087,4415,1,-66,-11
39,ChIJHwqpUvWm2EcRPAV-Pvp1sTI,40,36.9814,27.5273,Redbridge,E00019025,78277,18,4,249,587234.8856,4125,1,37,28
39,ChIJHzRY-38DdkgRt2LB4puxbtw,40,3.8219,3.4351,Southwark,E00020052,152617.45,32,4.5,31,1711864.2951,7270.000000000002,1,4,3
39,ChIJHzZ71aEadkgRKajagbND7h8,40,-23.7775,17.5984,Camden,E00004608,241031.07,34,4.5,692,3093956.4136,9485,1,-24,18
39,ChIJI--35U0QdkgRpqcHm1BzH10,40,-34.5881,20.9735,Brent,E00003073,66387.03,13,4.400000000000001,219,1144430.0781,5205,1,-35,21
39,ChIJI-fmwXuo2EcRL-MQ7RbiYpk,40,30.1299,8.6094,Newham,E00017768,162464,12,4,1953,642275.7525,4095,1,30,9
0,ChIJI0XUl22q2EcRP0tyttZo18M,1,24.9694,-30.7493,Bromley,E00003255,100408,23,4,2119,574170.7365,4870.000000000001,0,25,-31
39,ChIJI18AapIBdkgRP9xhijyS960,40,0.1754,-38.065,Croydon,E00005553,89627.45,23,4.6,67,989883.7249,4059.999999999999,1,0,-38
39,ChIJI1Je1rek2EcR3CwHEASGrk4,40,62.9353,36.2798,Havering,E00166776,25473,10,4.2,914,652978.711,4300,1,63,36
39,ChIJI1vvUc0MdkgR-h7_ajuTiQw,40,-68.6141,-12.056,Hounslow,E00013161,133212.69999999998,17,4.3,507,1432180.2696,5110,1,-69,-12
39,ChIJI2qDlOYLdkgRjRcDvMyZdGQ,40,-47.4662,-29.7582,Kingston upon Thames,E00184385,215908,25,4.5,881,1093155.5458,6395.000000000001,1,-47,-30
39,ChIJI37I0uhydkgRNfVHSsDFXjY,40,-75.8863,-3.0856,Hounslow,E00013089,99159,9,4.5,1313,814708.295,5310.000000000001,1,-76,-3
39,ChIJI4X1gyIadkgRh36rgIIhkvc,40,-19.3271,38.7178,Barnet,E00000898,113975.45,10,4.6,267,1066230.0716,7139.999999999998,1,-19,39
39,ChIJI4paXPgEdkgR88La11U-5N0,40,-10.321,-5.6033,Lambeth,E00015585,125670,41,4.6,265,1142161.3481,5909.999999999999,1,-10,-6
39,ChIJI4pqai0ZdkgR-Ps2GxkdavU,40,-3.428,54.7475,Enfield,E00007757,65952,12,4.2,170,701801.1475,6245.000000000002,1,-3,55
39,ChIJI5FS6jgDdkgRVO5hnQY2SEg,40,18.098,8.5838,Tower Hamlets,E00021236,90497.54,25,4.3,106,1113221.1523,5110.000000000001,1,18,9
39,ChIJI6vuMfkcdkgRwiPe_q4geZ4,40,7.5992,25.0085,Hackney,E00008956,115762.29,23,4.6,367,1070168.942,6939.999999999998,1,8,25
39,ChIJI7dfTdcPdkgRjlTAGlXJvoY,40,-31.8796,6.0934,Hammersmith and Fulham,E00167282,150927,48,4.3,1817,840684.3689,7890,1,-32,6
39,ChIJI9zSbu0adkgRnSbGzECcwTk,40,-18.5301,21.4393,Camden,E00004152,366245.47,34,4.400000000000001,1375,4261122.0937,8950.000000000002,1,-19,21
39,ChIJIR2_lMyo2EcRT5RwizP3zQY,40,42.9296,0.789,Greenwich,E00008333,74925.23999999999,13,4.5,178,1101930.3408,3584.999999999999,1,43,1
39,ChIJIRLTyEQZdkgR9ivq5XjSkfM,40,-6.5504,46.5565,Enfield,E00006937,62922.45,15,4.3,268,783437.5479,5785,1,-7,47
39,ChIJISCH0_QadkgROTmBng-8pIY,40,-19.039,24.7018,Camden,E00004425,384842.06000000006,31,3.8,31,1669390.9309,14750,1,-19,25
39,ChIJIUfpLEmu2EcRF4IgSXLjiDM,40,59.0367,-7.1573,Bexley,E00001749,66222,8,4.3,637,563995.8283,3860,1,59,-7
39,ChIJIWwgCwsGdkgR5JF2snIspN4,40,-18.3571,-24.0032,Wandsworth,E00022808,238469,32,4.3,854,905514.3935,6355,1,-18,-24
39,ChIJIXgo7DMHdkgRV9pwA7mZGsc,40,-1.447,-43.8271,Croydon,E00181005,136162,29,4.1,3052,581076.9113,5130,1,-1,-44
39,ChIJIZ4Jof8FdkgR9-Ev1s1__yw,40,-22.967,-21.6807,Wandsworth,E00022597,138315,28,4.400000000000001,261,729928.2597,6590.000000000001,1,-23,-22
39,ChIJIZpb-l8DdkgRLbjVElurUv0,40,-1.3689,2.3792,Southwark,E00019836,114430.49,32,4.400000000000001,270,1484389.0087,6855,1,-1,2
39,ChIJIZsWgToDdkgRkaQl8KFL7Oc,40,6.1253,6.2331,Tower Hamlets,E00021606,331860.4210526316,31,4.3,707,1593539.9287,9690,1,6,6
39,ChIJIaMV9NIbdkgRh5o86ae-l9g,40,-14.5214,38.5866,Haringey,E00010007,86112.99,11,4.6,3993,1375594.3842,9160,1,-15,39
39,ChIJIb6wZj0adkgRC-FmcO1h3PI,40,-19.2871,37.1174,Barnet,E00001028,159325,8,4.3,1584,1175321.7423,8525.000000000002,1,-19,37
39,ChIJIdj4esEBdkgRY4tPaVgsSnw,40,17.4454,-30.8226,Bromley,E00003766,123622,15,4.7,360,837439.8395,5820.000000000001,1,17,-31
39,ChIJIekCn-sGdkgRC3d1gxhrDTE,40,-7.27,-31.3208,Croydon,E00174928,129657.03,9,4,1190,2562698.2478,3995.000000000001,1,-7,-31
39,ChIJIxiUFbQCdkgROb7YDBcAqiY,40,16.1458,9.0063,Tower Hamlets,E00183728,120028.83,31,4.3,160,1195454.9039,5075,1,16,9
39,ChIJIxo_M7Wv2EcRF4AsLrN5zk4,40,59.8031,-4.3479,Bexley,E00002174,46637.19,8,4.1,201,618867.6587,4015,1,60,-4
0,ChIJIyQQonSp2EcR097Zjo0RuQM,1,33.8101,-13.5557,Greenwich,E00182304,94026.98,14,3.9,454,564455.6009,4425,0,34,-14
39,ChIJIzPpcbUPdkgRrBQHOwv5F6s,40,-34.4207,0.8083,Hammersmith and Fulham,E00009490,321337.33,50,4,1670,962983.2322,6770.000000000001,1,-34,1
1,ChIJIzl7nj4XdkgRXG0ZUt32dLg,2,-32.4076,48.1596,Barnet,E00001271,138639,7,4.2,1191,1427681.0528,6050,0,-32,48
39,ChIJIznXgV8QdkgRHWCoas8BpT4,40,-30.9041,25.3049,Brent,E00002700,189920.33,20,4.2,4628,903878.6044,6350,1,-31,25
39,ChIJJ-x2r-QLdkgR4xbZXefo1Js,40,-47.1729,-27.5613,Kingston upon Thames,E00014784,152343.01,24,4.7,213,1361459.3304,6310,1,-47,-28
39,ChIJJ0aPlhcPdkgRd3a6ZxIDaR0,40,-31.7063,-14.2031,Wandsworth,E00023390,361631,22,4.400000000000001,1189,2295193.7925,6980,1,-32,-14
2,ChIJJ0voQoEDdkgRxAxwOW2L1PY,3,-0.3221,-7.7566,Southwark,E00019703,160469,27,4.2,949,871067.7046,8140,0,-0,-8
39,ChIJJ11BJ5ys2EcRDDinvXm2wXY,40,43.9181,-43.4353,Bromley,E00003954,153498,10,4.1,405,1063000.4497,5580,1,44,-43
2,ChIJJ1yEpHQPdkgRZLSxDQJH9W0,3,-29.1025,-8.5317,Hammersmith and Fulham,E00009600,214236.22727272724,33,4.400000000000001,918,1094582.2443,10800.000000000002,0,-29,-9
39,ChIJJ4NvgQkSdkgRujxirIXtTrQ,40,-50.9763,9.733,Ealing,E00006098,122189,27,4.400000000000001,494,981285.405,8030,1,-51,10
39,ChIJJ4d8-g0PdkgRuJ8Ad4CaXIE,40,-30.543,-10.631,Wandsworth,E00023202,286543.82,29,4.3,1350,1265142.1135,8545,1,-31,-11
39,ChIJJ5NZYAcFdkgRUjXqc2l4VOI,40,-14.3264,-6.3063,Wandsworth,E00022956,238867.89999999997,33,4.7,1736,1115475.4847,5835,1,-14,-6
39,ChIJJ6rUhUwHdkgRIw2SCNcrEto,40,-0.7018,-48.314,Croydon,E00005834,152418.6,22,4.2,202,822160.5378,4329.999999999999,1,-1,-48
39,ChIJJ8rwnmoFdkgRBWhVbmSvlWw,40,-18.802,1.5414,Kensington and Chelsea,E00014078,231033.75,37,4.2,716,2382682.9322,14950,1,-19,2
1,ChIJJ91393QBdkgRJzPhI_NNwXU,2,9.5466,-28.7378,Bromley,E00003932,95758,14,4,1358,607179.2735,5900,0,10,-29
39,ChIJJQc-kZ1zdkgRwkCfI_r7IuA,40,-79.4163,4.3759,Hillingdon,E00184438,120149.86999999997,18,4.3,257,606033.4935,4060.000000000001,1,-79,4
39,ChIJJVbfjU8HdkgRKAU73qbMzx0,40,-12.3578,-24.8298,Wandsworth,E00022760,200571.02,23,3.8,378,1693366.6511,5155,1,-12,-25
39,ChIJJWLCw_VsdkgRgSNY0VVNNDI,40,-80.9182,30.485,Hillingdon,E00012605,348593,13,4.2,247,1284040.0161,5710,1,-81,30
39,ChIJJWdg1a0RdkgR3lrFJ3X6apU,40,-37.3572,22.2747,Brent,E00003095,93881.46,14,4.6,472,1260768.5809,4900.000000000001,1,-37,22
39,ChIJJXWlgBQOdkgRecXwM6Odv90,40,-42.2541,1.996,Ealing,E00006847,132868.99999999997,33,4.3,1046,1010025.636,6795,1,-42,2
39,ChIJJZMlC9kcdkgRc0w0D3PIO2c,40,8.2362,15.6149,Tower Hamlets,E00021148,103538.87,38,4.5,548,1105353.711,5814.999999999999,1,8,16
39,ChIJJ_K-uFMEdkgRXGHvRYp6eJQ,40,-11.453,-8.9053,Lambeth,E00015305,112028.08,38,4.400000000000001,536,1182281.9045,7970,1,-11,-9
39,ChIJJ_ibG6VzdkgRWr2WyDgpHMI,40,-71.1713,-7.7259,Hounslow,E00013234,163024,17,3.9,214,1059059.2716,3980.000000000001,1,-71,-8
0,ChIJJaASGr-v2EcRKcx_Fifz-u0,1,59.6449,2.4039,Bexley,E00001984,52865,8,4.6,46,507473.6074,3935.000000000001,0,60,2
39,ChIJJaEQKYKq2EcRSx7JJ4raQ30,40,22.6107,-39.5778,Bromley,E00004114,109315.22000000002,13,4.5,3344,897369.7732,5205,1,23,-40
39,ChIJJeI733IEdkgRonWW17fuy6w,40,-3.2456,-13.6181,Lambeth,E00015490,223273,26,4.2,859,1170142.415,8145,1,-3,-14
39,ChIJJf3IuA4GdkgRlmfiVML1GbA,40,-19.3597,-24.7383,Wandsworth,E00022780,220773.21,35,4.3,1001,1023092.7704,6434.999999999998,1,-19,-25
0,ChIJJwUiAqu62EcRghlI-UVEKzo,1,66.0997,13.091,Havering,E00011695,42840,8,4.2,207,670472.733,4360.000000000001,0,66,13
39,ChIJJygseVSp2EcR49ExrhXO8J0,40,33.4954,-11.2092,Greenwich,E00008072,63316,13,4.6,149,593756.8696,4740,1,33,-11
0,ChIJK-v5lloCdkgRMVYl1g_Y4qc,1,12.6686,-9.089,Lewisham,E00016229,130950,28,4.400000000000001,616,662507.2634,6165.000000000001,0,13,-9
39,ChIJK0Rogf2p2EcR0zdeo178348,40,38.7025,-18.5014,Greenwich,E00007940,78653.95,7,4.5,606,1022111.5163,4865.000000000001,1,39,-19
39,ChIJK0SjFBEbdkgRHFVxGCgDgTc,40,-15.7184,27.5738,Camden,E00004496,703684,33,4.400000000000001,105,1865837.1111,15000,1,-16,28
39,ChIJK10QbugbdkgRopjltKKtND8,40,-7.8082,37.961,Haringey,E00010124,67014.71999999999,11,4.400000000000001,1072,1153268.0689,6910,1,-8,38
39,ChIJK1R438EMdkgRGZvaCVGB4A0,40,-62.7705,-14.3731,Richmond upon Thames,E00019677,124446,17,4.1,385,754004.4036,6470,1,-63,-14
39,ChIJK1aUc3682EcRLBgu6kJa7uw,40,76.2343,46.3258,Havering,E00011462,27420,4,4.3,126,676883.7358,3645,1,76,46
39,ChIJK2u1A_UcdkgRbRNfuEvWIG0,40,3.9892,25.484,Hackney,E00008714,89760.64,36,4.400000000000001,531,1006415.7586,5975,1,4,25
39,ChIJK5C_XH0JdkgRABycFpVmFKk,40,-45.3019,-35.7188,Kingston upon Thames,E00014719,166664,11,4.400000000000001,570,1393955.3674,5900,1,-45,-36
39,ChIJK62cTfgCdkgRqguAkVvOGwU,40,12.2392,-4.6114,Lewisham,E00173941,93181,20,4.3,875,672631.1037,4599.999999999999,1,12,-5
39,ChIJK65fPq0FdkgR-bmWMcAV86Y,40,-11.1674,-6.7525,Lambeth,E00015587,277187,42,4.5,131,1246474.063,5640,1,-11,-7
39,ChIJK65fPq0FdkgRX8n_FL5qWmg,40,-12.7423,-9.6952,Lambeth,E00015318,156561.13,30,4.5,363,1505995.8725,9460.000000000002,1,-13,-10
39,ChIJK8ZpWd1tdkgR7Jh07dxX0nM,40,-89.3873,15.9624,Hillingdon,E00012498,168776,8,4.1,425,817016.2386,5825,1,-89,16
39,ChIJKQ-wxvAadkgRtJ4GlOWSGN4,40,-16.6682,23.4592,Camden,E00190353,336425.42,45,4.6,737,2511701.6391,12160.000000000002,1,-17,23
39,ChIJKQXsT-QadkgRa8oSK8y0QhU,40,-15.2494,20.566,Camden,E00004478,421217.23999999993,40,4.3,1808,2095631.1919,8260.000000000002,1,-15,21
39,ChIJKSYOL9gDdkgRAAWguNRmMM4,40,7.3862,-21.0013,Lewisham,E00016468,68434.9,15,4.400000000000001,189,808911.5073,6215.000000000001,1,7,-21
0,ChIJKTwjalACdkgRikqsKcAqPcU,1,12.4443,-8.9341,Lewisham,E00016897,87563.48000000001,29,4.1,1409,595074.4647,6010,0,12,-9
39,ChIJKU403MwAdkgRLQoCXDLHbo0,40,0.0927,-43.0504,Croydon,E00180984,137053.14999999997,28,4.2,1654,823325.6163,4250,1,0,-43
39,ChIJKW3RTN8PdkgRvvPz8fEjZoc,40,-31.2939,9.0657,Kensington and Chelsea,E00190375,141442.6,36,4.3,324,1065237.8898,6965,1,-31,9
39,ChIJKWXswMW72EcRXVzCMZ9vtlM,40,83.6681,33.203,Havering,E00011282,53897,3,4.3,312,876128.3805,5990,1,84,33
39,ChIJK_ar4w4GdkgRBtHkOptxcSc,40,-19.6888,-25.2266,Wandsworth,E00023248,177253,36,4.400000000000001,625,970176.2188,5664.999999999999,1,-20,-25
39,ChIJKdGsWYms2EcRGuXSPq367Qk,40,48.5438,-38.5485,Bromley,E00003888,63537.63999999999,10,4.6,93,1020923.6192,3885.000000000001,1,49,-39
39,ChIJKdw02GUddkgRKKYtSsGGVwQ,40,2.3138,18.5673,Hackney,E00183997,78576.97999999998,21,4.6,452,1779703.4262,6350,1,2,19
39,ChIJKeTqne0TdkgRXoPmHqy8yGg,40,-55.6962,34.7797,Harrow,E00010901,125630,17,3.8,1298,663964.7942,4719.999999999999,1,-56,35
39,ChIJKfvRdbgDdkgRp0oXFIMuNjc,40,7.0059,-13.8129,Southwark,E00020228,175089,21,4.3,850,1270453.8724,7790,1,7,-14
39,ChIJKwCzT3IGdkgR-BfUHxC5zSQ,40,-16.7283,-25.6132,Wandsworth,E00170935,179465.44,34,4.7,386,1689387.9929,6545,1,-17,-26
39,ChIJKwaFQHABdkgRtKLSwhWoizs,40,7.8474,-26.9801,Bromley,E00003911,78867,15,5,267,773251.1468,5615.000000000001,1,8,-27
39,ChIJKxpOBQIbdkgRDEa0oYUpLI4,40,-13.222,23.6471,Camden,E00004584,415524.21,47,4.2,1243,1411142.6803,6690.000000000001,1,-13,24
39,ChIJKxxLPuACdkgR4iqMjJ1Ty2M,40,9.7655,2.0297,Southwark,E00177510,233736,25,4.1,2262,777896.4171,6705,1,10,2
39,ChIJKyEu2vwDdkgR5LNlZyKDqBc,40,10.9675,3.3323,Southwark,E00177580,263531,29,4.7,287,1079258.9612,8615,1,11,3
39,ChIJKzQFPqIBdkgR-EE9XLsIjzQ,40,12.3894,-30.258,Bromley,E00003922,97550,17,4.9,324,863084.2292,6319.999999999998,1,12,-30
39,ChIJKzTAjAcDdkgRI9p62C5CNmg,40,7.0407,-5.4369,Southwark,E00020082,123837.54,25,4.5,346,1051061.2529,5540,1,7,-5
39,ChIJKz_8gJqp2EcRnUTaRDC-7cM,40,34.2926,10.8779,Newham,E00017637,68290,9,4.5,799,1172060.2675,4215.000000000001,1,34,11
39,ChIJL23XP1QBdkgR01O3KxPU3cU,40,0.2676,-23.4993,Lambeth,E00015482,108969.21999999996,25,4.3,115,742021.967,5980,1,0,-23
39,ChIJL2BT8eqn2EcRHeoeBL2S9Co,40,25.5875,18.6934,Newham,E00018300,68777.74,19,4.3,117,1077217.62,4435,1,26,19
39,ChIJL2M3DEQDdkgRKqtskTW8fL0,40,7.0006,6.429,Tower Hamlets,E00021610,287060.0833333333,32,4.5,454,1618446.3602,7790,1,7,6
39,ChIJL3mzqzIadkgR--V84PpTpKk,40,-13.8119,37.9234,Haringey,E00010146,94062.3,8,4.6,356,1523737.2306,8760,1,-14,38
0,ChIJL3nKtpi72EcRGYyiJMVX6WU,1,68.0545,39.6765,Havering,E00011656,73631,12,4.7,350,599377.9386,5470,0,68,40
39,ChIJL4ygEH2n2EcRw4qpPD3oI9A,40,20.6333,30.2305,Waltham Forest,E00022312,59552.420000000006,19,4.3,1186,727186.4369,5625,1,21,30
39,ChIJL5Bi2aWm2EcRgMp3FPzOld0,40,37.0833,28.0016,Redbridge,E00019025,78277,15,4.5,1135,574405.9774,4125,1,37,28
39,ChIJL69-_LECdkgRhLa7D5NWqls,40,17.8552,8.4945,Tower Hamlets,E00021422,121966.01,25,4.400000000000001,137,1131484.1863,5460.000000000001,1,18,8
39,ChIJL6pnZVQFdkgRJPYCwajLAuU,40,-23.0199,8.3723,Westminster,E00023697,415383.075,41,4.400000000000001,1471,2240907.0116,12900.000000000002,1,-23,8
39,ChIJL7HvCtgDdkgRNlE0HK37nPA,40,7.2088,-21.7979,Lewisham,E00016831,79547.48999999999,14,4.3,176,950392.7861,5520.000000000001,1,7,-22
39,ChIJL8NGm28QdkgR79k8j1Y5hZU,40,-28.0128,21.203,Brent,E00002416,158302.62,29,4.5,1733,1821712.6421,7300.000000000001,1,-28,21
39,ChIJLRESMTkQdkgRkkI689SoFv0,40,-31.5282,15.9942,Brent,E00002809,92450.6,19,4.5,1055,991044.6026,7560,1,-32,16
39,ChIJLSjgBLgNdkgRUVPMAHKEi5I,40,-52.2099,-3.0974,Hounslow,E00168880,109686.97000000002,16,4.2,305,472177.1334,3984.999999999999,1,-52,-3
39,ChIJLUnmeX0adkgRXNl19ShDnog,40,-22.5839,26.0323,Camden,E00004346,462017,26,4.400000000000001,2154,1688913.8678,15000.000000000004,1,-23,26
39,ChIJLWMhXGW72EcRqXjvw56IvzA,40,72.6234,32.4487,Havering,E00011787,71044,8,4.9,388,647576.8274,5120,1,73,32
39,ChIJLXEgouhzdkgRffxE6p3_7-w,40,-78.0663,6.6771,Hillingdon,E00012457,133446,16,3.9,123,782160.8645,4000,1,-78,7
39,ChIJLXuDXJgPdkgRfvqg2fUyrPQ,40,-29.134,-3.4267,Hammersmith and Fulham,E00183101,256111.08999999997,43,4.5,170,2762324.1281,8920.000000000002,1,-29,-3
39,ChIJLY2cEFgOdkgRatcIM9383k4,40,-38.049,-6.6441,Richmond upon Thames,E00019399,178010.04,8,4.5,1473,1733831.0903,10099.999999999998,1,-38,-7
39,ChIJLYPP2C4ddkgREFLXYB0zgA0,40,11.0038,13.483,Tower Hamlets,E00021440,145265.19791666666,41,4.1,208,934921.4209,6680,1,11,13
0,ChIJLZKCmjYfdkgRzmR5pELhf9c,1,-1.7594,65.2348,Enfield,E00007643,51394,13,4.1,1340,575449.1361,5610.000000000001,0,-2,65
39,ChIJLcdBZ_EPdkgRsJq3DgIkAkY,40,-25.8587,3.2823,Kensington and Chelsea,E00014065,243119.92,38,4.3,1144,2153710.8479,15000.000000000002,1,-26,3
39,ChIJLd5KKUEDdkgRYGL7iTjGU-c,40,3.2024,4.1803,Southwark,E00177643,198714.76,33,4.2,1101,2082718.2065,7475,1,3,4
39,ChIJLeF3RpIddkgR8FIEt57pBPM,40,16.7288,33.433,Waltham Forest,E00022258,48305,11,3.9,108,786607.8075,5045.000000000001,1,17,33
39,ChIJLexnMbYadkgRPOV3M45-yKU,40,-18.9824,12.6214,Westminster,E00023517,269747.2699999999,37,4.2,429,2020966.1873,8195,1,-19,13
39,ChIJLfmNw3kbdkgRzwWNQOj21EY,40,-4.7476,24.7688,Islington,E00174826,94885,35,4.7,255,1343459.8612,6895.000000000002,1,-5,25
39,ChIJLfvloxQFdkgRclKMMs0mKkY,40,-17.9348,-0.3893,Kensington and Chelsea,E00014353,232858.83,38,4.400000000000001,866,1990462.5867,15000,1,-18,-0
39,ChIJLwReZAAbdkgRO_D2V1PuZdc,40,-12.8007,25.8294,Camden,E00004579,247299,44,4.400000000000001,876,1344503.1163,8745,1,-13,26
39,ChIJLxtlhWYCdkgRnTXKyw5yhLI,40,16.7842,-8.2796,Lewisham,E00016674,113122.72999999998,19,4.3,224,1054181.8218,5155.000000000001,1,17,-8
0,ChIJLxuL0TYHdkgRutC6fO-RnYI,1,-2.2073,-44.2186,Croydon,E00174934,162120,31,4.3,989,700422.3419,5845,0,-2,-44
39,ChIJLyCEXm-q2EcRjhLYR6alz7g,40,25.844,-33.2425,Bromley,E00182600,86291,20,3.9,2736,712909.2723,5700,1,26,-33
39,ChIJLz2gOGwbdkgR75eV-FX_vks,40,-6.6391,20.767,Islington,E00174795,162131.54000000007,21,4.6,909,1827263.4953,6330,1,-7,21
39,ChIJM-9cKntzdkgRd6E43TBr1-A,40,-76.9424,-21.137,Hounslow,E00012994,107656,8,4.2,1048,822962.4863,5405,1,-77,-21
0,ChIJM-PDxu0ddkgR-wFcB8X9cbw,1,16.7005,36.4433,Waltham Forest,E00022161,55343.6,27,4.2,833,585784.7395,6020,0,17,36
39,ChIJM-emWJ-k2EcRcWzPnvGPLYo,40,58.9799,42.9045,Havering,E00011630,42634,6,4.400000000000001,139,791897.6198,4660.000000000001,1,59,43
39,ChIJM0U0blUBdkgRvNqptoZhCnU,40,-0.5433,-21.8497,Lambeth,E00015438,103389,23,4.2,53,834598.4045,5835,1,-1,-22
39,ChIJM10PY20bdkgR3KeOmJWBiPA,40,-7.2577,21.9844,Islington,E00013466,126210.67,25,4.7,122,1546507.2363,6525.000000000001,1,-7,22
39,ChIJM2S9snsNdkgRL-DlRqxEPfs,40,-59.8711,5.5621,Ealing,E00006248,124389.56999999998,14,4.8,385,894973.2065,6420,1,-60,6
39,ChIJM2sgPFccdkgRIUjfW5OFgF0,40,6.4789,28.4494,Hackney,E00008809,88541.12,21,4.400000000000001,1460,1144968.1745,6465,1,6,28
39,ChIJM2y6BrAadkgRb4nPrDPCSo0,40,-21.2531,13.7582,Westminster,E00023909,165374.34,41,4.3,797,2328249.0688,9710,1,-21,14
39,ChIJM561jYgOdkgRv1k1397tI5w,40,-43.0476,-8.2481,Richmond upon Thames,E00019388,210178,18,4.400000000000001,85,953477.3418,7920,1,-43,-8
39,ChIJM5FrlzgDdkgRO44-KkFv8sM,40,3.9477,4.7813,Southwark,E00020269,256698.8452380953,31,4.2,161,2450594.0871,11085,1,4,5
39,ChIJM5Pfy0oFdkgRUnkthyniNLk,40,-19.0616,9.53,Westminster,E00023648,497075.2599999999,33,4.3,829,3246629.1445,10960,1,-19,10
39,ChIJM73FyxoEdkgR3GKt-XqTDaQ,40,-3.7549,-18.6018,Lambeth,E00015807,128623.34999999998,20,4.3,1106,1192232.8564,5840.000000000001,1,-4,-19
1,ChIJM9nG8lYddkgRnsfFjX0VGfc,2,17.9629,21.0561,Newham,E00182146,112427,23,4.3,122,495211.6654,5000,0,18,21
39,ChIJMQ2WvP4NdkgRJ56k-AgfL3E,40,-47.845,7.1664,Ealing,E00006172,187875,23,4.3,160,1305326.8299,6905,1,-48,7
39,ChIJMRIAqg4PdkgR0aI8DKQxwjI,40,-30.752,-8.8491,Wandsworth,E00023221,248601.4255319149,29,4.3,1525,1036515.0199,9999.999999999998,1,-31,-9
39,ChIJMRheE7oZdkgR5ZMJeI4aA1w,40,-18.185,53.6472,Barnet,E00000589,99747,13,3.9,273,1068285.7777,6570.000000000001,1,-18,54
39,ChIJMU4QRQkIdkgR6Gx_bnGfrw0,40,-23.7902,-49.0792,Sutton,E00181016,81993.28,25,4.2,543,642448.0803,3965,1,-24,-49
39,ChIJMU8FrOIadkgRYrw4gNGQMVg,40,-13.4294,21.6431,Camden,E00004273,296810.42999999993,43,4.2,970,1867242.1251,7605.000000000001,1,-13,22
39,ChIJMVbNHYmn2EcR1dgJW4n9gB0,40,21.2973,21.7802,Newham,E00018227,76082.5,20,4,4550,580460.2643,5470,1,21,22
39,ChIJMVxaJXsCdkgR6fmBWEda2to,40,18.5679,-8.1917,Lewisham,E00016170,96637.11,16,4.400000000000001,215,1181454.5947,6680.000000000001,1,19,-8
