tick,pubid,age,xcor,ycor,borough,OAID,spend,nearby_pubs,rating,numrat,income_per_tick,pubrent,alive_at_40,int_xcor,int_ycor
39,ChIJ--uMBmgDdkgRLKLZeFSj564,40,1.6146,2.4057,Southwark,E00020027,161910,34,4.7,402,1694742.7578,7384.999999999998,1,2,2
39,ChIJ-1LEVxIXdkgR9WIZue6vaM0,40,-26.6573,42.3634,Barnet,E00000988,129793,14,4.5,509,1223528.3572,7375,1,-27,42
39,ChIJ-57LM94FdkgRkQbpuqN65_M,40,-17.5184,-21.3361,Wandsworth,E00023257,278310.43000000005,34,4.3,1053,1522942.3408,6670,1,-18,-21
39,ChIJ-6pThJobdkgRnZ2393tj-KE,40,-5.7232,29.9581,Islington,E00014016,97025.2,28,4.400000000000001,2094,939139.5041,7285,1,-6,30
39,ChIJ-8RZ5SYDdkgReRoovWRZkLs,40,8.62,5.1972,Southwark,E00020300,131005.21276595745,35,4.400000000000001,521,1025379.2611,7850,1,9,5
39,ChIJ-9-PjLUadkgRGBhW2fraf9Y,40,-18.7924,11.1475,Westminster,E00023494,388580.3000000001,36,4.5,1164,2273624.4759,10150,1,-19,11
39,ChIJ-9VzIsoLdkgRybr4LiVSgYg,40,-50.7999,-37.5804,Kingston upon Thames,E00015067,338165,19,4.1,1702,1081967.7217,6400,1,-51,-38
0,ChIJ-QC2MLcCdkgRnX8xBSb4JO0,1,16.3714,7.2492,Tower Hamlets,E00167158,342269,30,3.8,1363,972716.6104,8090,0,16,7
0,ChIJ-TYY0bcYdkgR1zARL0lSwPU,1,-5.6391,66.6293,Enfield,E00007326,76102,10,4.2,1163,638292.8699,6170,0,-6,67
39,ChIJ-VlPJGZvdkgRlTOXQLXy2YE,40,-92.3998,6.1932,Hillingdon,E00184444,153436.82000000004,12,4.6,297,1016378.1266,5260,1,-92,6
0,ChIJ-XkZ1Kev2EcRn9zezYRSqMI,1,55.2388,-0.2846,Bexley,E00001654,57657,15,4.5,178,602417.0766,4295,0,55,-0
39,ChIJ-YNjRZcedkgR9TKtDmJEwzg,40,4.0586,46.8653,Enfield,E00007747,32601.63,10,4.5,88,595012.836,3845,1,4,47
39,ChIJ-Zm3-zQDdkgRggM_BPI-CtQ,40,4.6799,9.4459,Tower Hamlets,E00021752,160272.7,25,4.5,896,2797759.537,8570,1,5,9
39,ChIJ-Zu-9c8CdkgR9MCdIDUEv6Q,40,12.6248,6.7577,Southwark,E00020440,227088.99999999997,36,4.5,902,1166424.9213,8984.999999999998,1,13,7
39,ChIJ-_5lT-oLdkgRxpEwptxhqbM,40,-50.2096,-30.6912,Kingston upon Thames,E00184371,240348,24,4,3903,644422.7629,5045.000000000001,1,-50,-31
0,ChIJ-bCLyGQXdkgRxYwkt96VgQY,1,-27.5872,53.5658,Barnet,E00001370,208920,5,4.3,3017,1527753.9671,7395.000000000001,0,-28,54
39,ChIJ-bvJK6cadkgRoi8-VY3Dijw,40,-23.7824,15.485,Westminster,E00023805,246888.81000000008,39,4.400000000000001,1296,3078611.3653,10550,1,-24,15
39,ChIJ-cCTE8kPdkgRri6zR_jHTEY,40,-33.5155,2.563,Hammersmith and Fulham,E00009472,230509.54000000007,63,4.3,583,1359827.6087,9960.000000000002,1,-34,3
39,ChIJ-cK4uL9sdkgRBVWiAlvQKP4,40,-75.3915,32.8722,Hillingdon,E00012121,150675,19,4.2,1516,962595.5436,6000.000000000001,1,-75,33
39,ChIJ-dDlrC9zdkgRrwW57PIP1NA,40,-70.8825,-11.0429,Hounslow,E00013225,135995,18,4,1181,1104171.4597,5005,1,-71,-11
39,ChIJ-wc5tTAZdkgRih-65IGoEbY,40,-5.4784,52.381,Enfield,E00007774,71598,9,4.6,162,757068.3141,5745,1,-5,52
39,ChIJ-x-j68YfdkgRRe8AnIJ1Dk0,40,-2.139,63.2873,Enfield,E00007211,71087,9,4.3,330,1043794.9227,5650.000000000001,1,-2,63
39,ChIJ-xttPGEEdkgR2m7_xfrdRYM,40,-3.4033,-9.1185,Lambeth,E00015485,126005.80000000002,39,4.9,301,1139229.8565,5830.000000000001,1,-3,-9
39,ChIJ-yvXmbQadkgRPnEMI14imuA,40,-19.8998,10.2216,Westminster,E00175215,294592.87,40,4.5,1887,1997485.138,10015,1,-20,10
0,ChIJ-zmYeWqr2EcRvGbBr116bGk,1,26.7223,-27.7433,Bromley,E00004033,96619.79,21,4.3,292,1321753.9454,5990,0,27,-28
39,ChIJ0-VfEUqn2EcR1cYn_QWHFLY,40,25.1836,41.4176,Redbridge,E00175177,57216.18000000001,10,4.2,1010,746709.3593,5860,1,25,41
0,ChIJ00YfsnsNdkgRmHxJqXmpkLU,1,-59.8691,5.4242,Ealing,E00006226,136425.66,20,4.2,157,676916.0766,5990.000000000001,0,-60,5
39,ChIJ01J5pjMNdkgRYX6s9nohkMQ,40,-68.2389,-2.6094,Hounslow,E00179269,133120.37,15,4.5,465,1053530.9189,5180,1,-68,-3
39,ChIJ01NehtUbdkgRdjnC7wr40sw,40,-13.1066,41.9795,Haringey,E00009844,100414,10,4.3,902,1097060.9523,7840,1,-13,42
39,ChIJ02cdBcsPdkgRwa3puG6p4Mk,40,-34.7537,2.3678,Hammersmith and Fulham,E00009648,520208,61,4.6,630,1260586.7522,8755.000000000002,1,-35,2
0,ChIJ02jiYkW72EcRoqI9HwKa1Js,1,67.696,39.5118,Havering,E00011656,73631,12,4.5,507,537616.224,5470,0,68,40
39,ChIJ044eqskDdkgRykfbESyB5oA,40,11.364,-20.6497,Lewisham,E00016767,72426.31000000001,24,4.2,80,736576.3218,5750.000000000001,1,11,-21
39,ChIJ04AeTsMbdkgRBwyQ9iClxZs,40,-21.161,13.139,Westminster,E00023565,237542.3299999999,44,4.400000000000001,454,2011185.8727,8540,1,-21,13
39,ChIJ05WkE84CdkgRH6RzB264YGE,40,12.6052,8.1918,Tower Hamlets,E00021399,215341.07272727272,35,4.5,3313,1398745.0407,8865,1,13,8
39,ChIJ07An708BdkgRyXc-H4dLdTo,40,1.7977,-26.2925,Lambeth,E00015469,117156.5,21,4.2,854,685084.0848,6265,1,2,-26
39,ChIJ07LZRtUPdkgRdTO-Pg3PqzY,40,-33.4218,4.5548,Hammersmith and Fulham,E00009718,370297,58,4.5,615,1286876.023,7540,1,-33,5
39,ChIJ08tP-rkIdkgRIUC5sqksWyQ,40,-27.5111,-27.0146,Merton,E00017226,142047,21,4,887,1037667.9086,8030,1,-28,-27
39,ChIJ0RVpK8MCdkgR-TJLWHRlRQo,40,12.6762,3.6027,Southwark,E00020447,186212.59770114944,32,4.5,1011,1393145.6671,7020,1,13,4
39,ChIJ0Rl1RPqu2EcRT5vN9DBgM50,40,52.9597,-7.866,Bexley,E00001760,60441,10,4.6,283,740020.1213,4885,1,53,-8
39,ChIJ0TP6lvYOdkgRr2wwpvy1ggs,40,-39.0318,-8.4108,Richmond upon Thames,E00019406,159461,13,4.400000000000001,448,1662523.1786,9600.000000000002,1,-39,-8
39,ChIJ0TowjRgPdkgRqgyfGtPZ6_E,40,-25.4884,-21.2033,Merton,E00017575,111009,21,4.400000000000001,605,906979.4707,6700.000000000001,1,-25,-21
39,ChIJ0TpHE94OdkgRHQRRNiPKZnI,40,-36.2567,-15.5165,Wandsworth,E00170906,122872.25999999998,11,4.400000000000001,1092,1497043.1266,4705,1,-36,-16
39,ChIJ0TpHE94OdkgRraHIW4ajTIQ,40,-36.0713,-15.5083,Wandsworth,E00170906,122872.25999999998,11,4.3,134,1353327.7581,4705,1,-36,-16
39,ChIJ0VgP57ICdkgRRs9e9IDqTM0,40,17.2884,9.8483,Tower Hamlets,E00021375,103320.5,27,3.4,51,891970.0784,4860,1,17,10
39,ChIJ0VjImkUBdkgR3XqBVefc3CE,40,2.294,-27.1733,Croydon,E00005770,137958,21,4.3,1097,721092.1491,6420,1,2,-27
39,ChIJ0WJ61B0bdkgRmTHPG4A1Ddc,40,-12.6615,20.026,Camden,E00004211,442269,36,4.3,1128,1712161.8148,9600.000000000002,1,-13,20
0,ChIJ0XdmOwCn2EcRmzYozK218-0,1,26.7463,34.27,Redbridge,E00018975,77602,13,4.1,337,776216.5821,7295.000000000001,0,27,34
39,ChIJ0Xft26sDdkgRFsvFykblz-o,40,8.6303,-7.0541,Southwark,E00016885,81887.53,30,4.3,373,716432.0978,5600,1,9,-7
39,ChIJ0_G86nMTdkgRhBUQ-UmjN94,40,-60.6264,34.251,Harrow,E00010681,109195.04,14,4.1,1108,745859.0411,5190.000000000001,1,-61,34
39,ChIJ0baNYtgHdkgRCD7aO3f07Hw,40,-1.0687,-34.4625,Croydon,E00005744,94030.54,15,5,7,1426006.7667,3900,1,-1,-34
39,ChIJ0cfj0UoYdkgRxGYb7EmcAhM,40,-19.5551,58.3889,Barnet,E00000858,87593.97000000002,15,4.2,636,1033813.7005,6119.999999999999,1,-20,58
39,ChIJ0y191CMfdkgRkhXPkyMcnLY,40,1.1753,49.0941,Enfield,E00007277,38935,12,4.5,96,887687.1875,3875,1,1,49
39,ChIJ0zlMWCUHdkgRjK4vE7q0VKM,40,-0.9464,-48.1592,Croydon,E00005834,152418.6,22,4.400000000000001,519,746860.3302,4329.999999999999,1,-1,-48
39,ChIJ1-IYc4cPdkgR4I5TjgAzQxQ,40,-24.1779,-3.7488,Hammersmith and Fulham,E00009615,251096.48000000004,48,4.3,702,1309268.1997,10149.999999999998,1,-24,-4
39,ChIJ11m2lB4bdkgRLq5mP89TImM,40,-12.3245,19.4338,Camden,E00004236,277990.62000000005,38,4.400000000000001,791,1834521.1173,7570,1,-12,19
39,ChIJ12Uf7ykJdkgRuBMLjljfmTI,40,-24.608,-46.6558,Sutton,E00181006,89750,26,4.1,224,776019.7863,4050,1,-25,-47
39,ChIJ148Ubj0ddkgRaczYWt6SWJI,40,12.5375,18.228,Tower Hamlets,E00021279,160704.31000000003,29,4.7,351,995322.1695,7030,1,13,18
39,ChIJ16QiKg8PdkgRyTioiPZfcSQ,40,-31.4525,-8.862,Wandsworth,E00023221,248601.4255319149,27,4.400000000000001,1931,1668663.2193,9999.999999999998,1,-31,-9
39,ChIJ1QHezNMTdkgRrEN9-t2SjTQ,40,-50.1712,31.1242,Brent,E00002356,171522,8,4.8,45,1032959.7737,5500.000000000001,1,-50,31
39,ChIJ1R4QZ6EJdkgRZj4-rncNj2A,40,-38.5265,-40.7001,Kingston upon Thames,E00015002,363085.18,10,3.6,124,2340253.8837,6090.000000000001,1,-39,-41
39,ChIJ1TE3vh0NdkgR4ohHfxv2rjM,40,-61.4026,-7.076,Hounslow,E00179249,281525,17,4.3,514,1443648.2407,5460,1,-61,-7
39,ChIJ1Ta5UG6n2EcRvcl01a6qXQ8,40,23.7393,31.8288,Waltham Forest,E00022332,81006,11,4.7,703,633221.9152,4845.000000000001,1,24,32
39,ChIJ1VBm9b4BdkgRZUi5u7n3jj4,40,15.1382,-30.6799,Bromley,E00003474,123567,17,4.6,2048,692875.2812,6130.000000000001,1,15,-31
39,ChIJ1VvRi6gadkgRpKdyKQUo8-8,40,-23.6182,13.1947,Westminster,E00023749,319481.00000000006,53,4.5,1461,2812975.5777,9730.000000000002,1,-24,13
39,ChIJ1W4r9JEXdkgRBO6eAfhP50U,40,-28.9216,63.74,Barnet,E00001209,125608.66,7,4.400000000000001,327,923289.9423,6105.000000000001,1,-29,64
39,ChIJ1WtRpdcMdkgR50ULzC34oQI,40,-66.5523,-8.329,Hounslow,E00179159,49016,21,4.3,1007,654578.4831,4105.000000000001,1,-67,-8
39,ChIJ1YUCxzcDdkgRt1g6nss0XFw,40,3.9648,7.1647,Tower Hamlets,E00021628,285487,26,4.2,8422,1424450.6186,6335,1,4,7
0,ChIJ1ZpsghcLdkgRdU5bO5mWVc0,1,-59.0215,-32.8288,Richmond upon Thames,E00019239,2051275,5,4.400000000000001,263,1167866.0953,7330,0,-59,-33
39,ChIJ1_9cnRIJdkgR0L79XiLZbXc,40,-39.2422,-35.2856,Kingston upon Thames,E00014744,334567,13,4.2,2132,1811237.6341,5554.999999999999,1,-39,-35
39,ChIJ1a-_IfQEdkgRVPpNfKKZAEQ,40,-8.3595,-4.5157,Lambeth,E00015768,109307.61,31,4.3,1080,981525.5884,6630,1,-8,-5
39,ChIJ1b3ronMDdkgRFflQZckLx14,40,3.362,-3.2768,Southwark,E00020206,51983,28,4.2,171,1191567.5329,5830,1,3,-3
39,ChIJ1bYMTAkIdkgRgPM8UP1Pkt8,40,-23.9013,-49.1567,Sutton,E00181016,81993.28,23,4.1,796,637354.5966,3965,1,-24,-49
39,ChIJ1dU6KDAHdkgRE5VjWc4uBBQ,40,-2.6078,-42.2636,Croydon,E00180976,81186,24,4.3,494,881232.3771,4130,1,-3,-42
39,ChIJ1dXYT6UGdkgRv9I6jVYVnwQ,40,-3.8358,-26.405,Croydon,E00005419,171700,14,4.5,530,1347789.0524,5550,1,-4,-26
39,ChIJ1eUo_AYFdkgRAuScIVVzPyw,40,-14.5358,-5.1552,Wandsworth,E00022977,205507.5,34,4,246,1237260.0891,8650,1,-15,-5
39,ChIJ1eYmgnBudkgR5wkczzm5BDo,40,-94.2339,19.834,Hillingdon,E00012542,220335.62,12,4.3,586,637204.8108,4620,1,-94,20
39,ChIJ1eYmgnBudkgRLcT0B0_tdMo,40,-94.2404,19.6641,Hillingdon,E00012542,220335.62,12,4.1,476,545044.6601,4620,1,-94,20
0,ChIJ1fEijs8IdkgRdAoGJi2Gnqg,1,-31.1513,-26.6725,Merton,E00017229,144290,21,4.3,862,1475940.1346,9950,0,-31,-27
39,ChIJ1xsouugadkgRoOZ2_HPF1DM,40,-16.3792,19.4999,Camden,E00004201,263878.69,34,4.3,1026,2203861.6365,15000,1,-16,19
39,ChIJ2-Q3hpqq2EcRUEeiqpcoNFw,40,24.8003,-42.4267,Bromley,E00003714,118401,9,4.1,850,666176.9263,6000,1,25,-42
39,ChIJ2-wCi5in2EcRCEEE93xitiY,40,26.1795,24.2877,Newham,E00017930,79029.94,14,4.1,153,975371.8601,4665.000000000001,1,26,24
39,ChIJ20sQSwIQdkgRjG6i3vgKo1I,40,-26.0882,10.447,Westminster,E00023470,331795.04000000004,48,4.3,633,1861465.0475,13355,1,-26,10
0,ChIJ217oDHOp2EcRW7meyKSLSfg,1,34.3119,-13.8699,Greenwich,E00182304,94026.98,13,4.5,476,584931.8419,4425,0,34,-14
39,ChIJ21DAnTEOdkgRAMuMrC0Ay6E,40,-37.0082,4.1358,Hammersmith and Fulham,E00009674,238529.98,45,4,186,1536537.0484,9500.000000000002,1,-37,4
0,ChIJ23Ib742q2EcR1werBrjz7N4,1,26.5501,-41.0519,Bromley,E00003716,105097,7,4.3,1052,994990.2776,6000.000000000001,0,27,-41
39,ChIJ25dfzb0FdkgRThyDl6tr4tM,40,-15.5156,-5.6788,Wandsworth,E00022844,189064.63,37,4.5,52,1315609.117,6800.000000000001,1,-16,-6
1,ChIJ27grNBio2EcRqgZgN5Poq20,2,23.2975,3.643,Greenwich,E00182360,16926,11,4.400000000000001,2179,825946.0949,7170,0,23,4
39,ChIJ28VP8b4NdkgRXGr4FI4zkA0,40,-53.1072,-0.4771,Hounslow,E00166024,136957.55999999997,21,4.5,1506,795308.7869,6060.000000000001,1,-53,-0
39,ChIJ29gYe7cPdkgRRHLRasrveXY,40,-32.5717,-0.0015,Hammersmith and Fulham,E00009494,247631.44,48,4.3,637,990520.9883,8220,1,-33,-0
39,ChIJ29iUa9MCdkgR-zfe-XH3JpI,40,11.1374,9.9317,Tower Hamlets,E00021560,119123.12,30,4.400000000000001,702,1025106.5671,6429.999999999998,1,11,10
39,ChIJ2QBsZWoIdkgRi8UG99aTy60,40,-27.905,-45.4668,Sutton,E00020789,111465,20,4.400000000000001,615,1029608.6116,5035,1,-28,-45
39,ChIJ2Qsu3uEHdkgRYz_vy6WSXUc,40,-22.5519,-48.2047,Sutton,E00020849,111674,26,4.5,165,762148.8007,4820,1,-23,-48
39,ChIJ2U_eLGUSdkgRKEKedYYjhAo,40,-55.9131,12.7179,Ealing,E00006050,190669,15,4.3,1809,1159840.3609,6395.000000000001,1,-56,13
39,ChIJ2XcJGp0EdkgRIIjVHsP-w9c,40,-1.9668,-1.3444,Southwark,E00020120,107988.61999999997,40,4.8,200,948411.8631,6390.000000000001,1,-2,-1
39,ChIJ2XoY68UPdkgRHPUiNejUE7o,40,-32.1927,3.786,Hammersmith and Fulham,E00009269,247139.87,58,4.3,532,1636567.1665,9424.999999999998,1,-32,4
39,ChIJ2Y1_aSIcdkgR7CSyp_56e48,40,3.3226,39.8473,Haringey,E00009940,44577,12,4.400000000000001,1701,579293.3952,4030,1,3,40
39,ChIJ2Yb3z0IEdkgR6jBR_dEuzrk,40,-7.3195,-10.3839,Lambeth,E00015412,111939.13,36,4.3,1423,905966.3301,7610.000000000001,1,-7,-10
39,ChIJ2_Gatm8PdkgRsCO913H8Y3U,40,-26.4228,-11.5878,Wandsworth,E00022688,201327.54999999996,42,4.5,1241,1282656.8253,7180,1,-26,-12
39,ChIJ2_HJ_u1sdkgRSIXG0R-aqPE,40,-78.4253,30.3684,Hillingdon,E00012282,262123,19,4.400000000000001,177,1249698.3231,5845,1,-78,30
39,ChIJ2a1y4d8FdkgRQ-PVePzgzY8,40,-17.6442,-21.9122,Wandsworth,E00023264,320886,33,4.400000000000001,140,1310280.8684,6670.000000000001,1,-18,-22
39,ChIJ2aPBg6wDdkgRfdDfm1hJRqA,40,9.3255,-7.7639,Southwark,E00020171,108480,28,4.6,1167,825641.5487,6189.999999999998,1,9,-8
39,ChIJ2bYGyCkddkgR-DrrIs-nii8,40,9.7261,13.202,Tower Hamlets,E00021475,163070.75,38,4.1,3422,1111125.5028,7270,1,10,13
39,ChIJ2fCVI5AGdkgR-ovtHBbXlKU,40,-9.09,-26.6417,Lambeth,E00015852,134632,16,4.5,2062,1694889.8699,5410,1,-9,-27
0,ChIJ2wYPfY0ddkgRKO2pCOarZ1E,1,13.5961,36.7626,Waltham Forest,E00022112,68738.07999999999,23,4.2,1232,812574.6072,5819.999999999999,0,14,37
39,ChIJ2xcyHPYPdkgRuTc4LY57Ceg,40,-24.185,3.6032,Kensington and Chelsea,E00190463,308898.68999999994,33,4.5,1522,2132664.1092,15000,1,-24,4
39,ChIJ2xeRk1UNdkgR8qfAshcqZZo,40,-68.3684,8.0004,Ealing,E00006083,121456,13,4,154,1318126.8725,3730,1,-68,8
39,ChIJ2ytpLHwUdkgRxGzDdkWKDaM,40,-58.3053,42.987,Harrow,E00011125,108205.37,14,4.2,1729,732081.3903,5500.000000000001,1,-58,43
39,ChIJ2zBNcqMDdkgRDdNeS-tFVcs,40,5.5086,-8.9584,Southwark,E00167682,120637.68,33,4.2,1350,822134.5395,5955.000000000001,1,6,-9
39,ChIJ3-_9tQsGdkgRKzzebHk3PAM,40,-18.7377,-23.6646,Wandsworth,E00023250,186005.31,33,3.7,1223,937545.0422,6059.999999999999,1,-19,-24
39,ChIJ30fEhX0LdkgRBx76SHEiIZQ,40,-59.5084,-22.7246,Richmond upon Thames,E00019165,160986,18,4.400000000000001,314,981558.8409,7330,1,-60,-23
39,ChIJ33YNlEip2EcR4OGo6vbZ1II,40,25.5579,-3.6432,Greenwich,E00007878,131799.08000000002,12,4.7,205,1006914.7474,5990.000000000001,1,26,-4
39,ChIJ34AWBhETdkgR42EUG9u8kFE,40,-62.3077,29.8518,Harrow,E00010693,67962,11,4.5,752,822759.6252,5235,1,-62,30
39,ChIJ35g32d-v2EcRxHcdThU2TEA,40,46.5954,-13.2708,Bexley,E00001925,67974,10,5,81,724148.9958,5000,1,47,-13
39,ChIJ3671GUcGdkgRsqASFyZ3hkM,40,-16.6726,-33.6219,Merton,E00017092,96595,16,4.6,153,560246.3792,4000,1,-17,-34
39,ChIJ36pinZMDdkgRhI2D1fn6klg,40,2.8626,-12.8615,Southwark,E00020512,172136,22,4.5,688,1445516.9019,8840.000000000002,1,3,-13
39,ChIJ38VviEYddkgRvOpGRZ7Jfiw,40,15.1414,15.5035,Tower Hamlets,E00021323,155241.99,26,4.400000000000001,487,1388812.4725,6760,1,15,16
39,ChIJ38Y5f2McdkgRGBASpRWMhKk,40,1.1973,28.2469,Hackney,E00008995,117551.35,31,4.7,1191,1287554.8107,8140,1,1,28
39,ChIJ38lAkXMJdkgRO4LbmxGegwk,40,-42.0701,-37.9335,Kingston upon Thames,E00015025,182263,12,4.400000000000001,804,2121907.2019,5499.999999999999,1,-42,-38
39,ChIJ3Qblm12q2EcRNoGGbAq-sFQ,40,27.7261,-34.4609,Bromley,E00003270,131512,16,4.3,434,810983.8343,5115.000000000001,1,28,-34
39,ChIJ3UH32PIEdkgRB2NQXSABQ7o,40,-7.2401,-3.0224,Lambeth,E00015627,127528.55844155847,35,4.3,1785,1037517.1447,6885,1,-7,-3
39,ChIJ3UynRP-k2EcRxbOmye8FcXg,40,53.9586,29.4401,Barking and Dagenham,E00000497,47461.35,12,4.2,485,958125.1484,4314.999999999999,1,54,29
39,ChIJ3X3PsQ4IdkgRz9wK5W0fVjc,40,-24.0549,-49.0582,Sutton,E00181016,81993.28,24,4.1,2560,624828.1262,3965,1,-24,-49
39,ChIJ3X4j08ek2EcRzrUZgEPmWws,40,62.0091,35.0301,Havering,E00166778,52289,10,4.3,200,575736.0072,3980,1,62,35
39,ChIJ3XvB0IsPdkgRo151mr0Kp2k,40,-24.8358,-0.4362,Kensington and Chelsea,E00014299,197115.63999999996,55,4.2,710,1786354.1783,13020,1,-25,-0
39,ChIJ3_L7BbMWdkgRR_UMoMUInp4,40,-44.0611,42.0725,Harrow,E00010636,90489,17,4.2,92,720793.2347,5790.000000000001,1,-44,42
39,ChIJ3_RcuJkFdkgRPLumZHb__1g,40,-18.9879,-9.8952,Wandsworth,E00022911,189097,40,4,1670,932188.0709,7935,1,-19,-10
39,ChIJ3_i2XGsOdkgRcnblPpOl80M,40,-42.1443,0.5744,Ealing,E00165797,109411,26,4.400000000000001,775,836406.8181,7750,1,-42,1
39,ChIJ3_pculwDdkgRPvbpgEsodM8,40,0.9964,3.8095,Southwark,E00020010,160272.35,29,4.5,637,2108029.465,9630,1,1,4
39,ChIJ3c9WZFYMdkgRuS0-k2vZZ-4,40,-57.1853,-10.5554,Hounslow,E00013244,141276.86,17,4.5,132,1165656.7315,6130.000000000001,1,-57,-11
39,ChIJ3cD4TQoGdkgRo0OrhEv1YVo,40,-18.5749,-23.393,Wandsworth,E00023240,226622.62,33,4.2,2719,951391.1448,6349.999999999998,1,-19,-23
39,ChIJ3clx1s6n2EcR7B7oeDPrUFA,40,29.5832,16.8806,Newham,E00182125,83381.24999999999,20,4.5,920,1631871.9238,3530,1,30,17
39,ChIJ3dacWbUcdkgRmClPidtcVwo,40,3.7278,10.5985,Tower Hamlets,E00021687,274443.4300000001,24,4.3,831,3119274.634,8660.000000000002,1,4,11
0,ChIJ3wBypqmv2EcRaMdaMIIdyk8,1,55.3366,-1.6078,Bexley,E00001630,54284.84,14,4.400000000000001,89,616078.828,3965,0,55,-2
39,ChIJ3yT2HBKp2EcRC0MIGcoe9Jk,40,35.5343,-11.0806,Greenwich,E00007984,96429.04,11,4.6,197,705395.7468,5300.000000000001,1,36,-11
39,ChIJ4-cYgIOs2EcRWI70cqznCNc,40,45.804,-39.8602,Bromley,E00003952,117019,11,4.5,203,915790.9909,4945.000000000001,1,46,-40
39,ChIJ40H2hNyp2EcRkNDfIHed95M,40,23.4874,-11.4967,Lewisham,E00016585,97740.96000000002,12,4.6,159,1170032.3103,8019.999999999998,1,23,-11
39,ChIJ40eQBjsddkgRjMVAHOS497U,40,12.5111,15.6351,Tower Hamlets,E00021298,177301.79,31,4.6,1018,1063680.3395,7740,1,13,16
39,ChIJ41WAfLcNdkgRZFy8L6fu_gE,40,-52.9056,-3.4556,Hounslow,E00168878,139175.97999999998,16,4.400000000000001,492,443468.9015,4075,1,-53,-3
39,ChIJ42CkrY8FdkgRQNocLApP9m8,40,-21.3974,-11.4578,Wandsworth,E00022713,173980.74000000002,45,4.400000000000001,195,1453349.0117,8420,1,-21,-11
39,ChIJ42m60H4ddkgRw__VGDXcrs8,40,19.025,25.6526,Waltham Forest,E00022279,47753,20,4.400000000000001,1205,501332.3705,4760,1,19,26
39,ChIJ47DSSlQOdkgRzEsgVbzLuwo,40,-36.0646,-5.839,Richmond upon Thames,E00019100,178074.99999999997,11,4.400000000000001,1238,1594279.553,10480,1,-36,-6
39,ChIJ49BHJQgOdkgRs58hxGy1hPA,40,-46.3568,4.3339,Ealing,E00013375,110683.93,20,4.5,476,1003789.4205,6500,1,-46,4
39,ChIJ49Xr8b4MdkgRvsmC41cC1_s,40,-64.1899,-17.3443,Richmond upon Thames,E00019326,123945,17,4,1203,850570.9414,6430,1,-64,-17
39,ChIJ4TH2_u4SdkgRuhGu62dVfGk,40,-61.9917,19.4809,Ealing,E00006323,158692,11,4.2,1292,671468.202,5259.999999999999,1,-62,19
39,ChIJ4TTS0MkCdkgRmGGFTrT6g5I,40,14.8681,7.7427,Tower Hamlets,E00167159,336001,36,4.2,4307,1247144.074,6130,1,15,8
39,ChIJ4TxuoZcFdkgR0QpKHgIvkyM,40,-18.5475,-10.9922,Wandsworth,E00183105,213866.49,35,4.1,1135,1125133.7828,7859.999999999998,1,-19,-11
39,ChIJ4W6QLJocdkgRR-ZoeX7exsU,40,0.0565,20.41,Islington,E00013517,108585.72000000002,24,4.400000000000001,896,2418445.3143,8650,1,0,20
39,ChIJ4WLPBWRsdkgRC3xCsmjF9MI,40,-83.1273,34.7205,Hillingdon,E00012147,243421,8,4.5,3032,1045497.0045,6155,1,-83,35
39,ChIJ4_01m0YPdkgRQJ-Pctderbc,40,-27.6945,-17.4418,Wandsworth,E00023344,319403,24,4.400000000000001,600,2325452.0937,7990,1,-28,-17
39,ChIJ4_O6T5MSdkgRIHexs30dj3s,40,-62.081,16.8735,Ealing,E00006325,171355,11,4,867,865583.8769,5624.999999999999,1,-62,17
39,ChIJ4aU7Zrir2EcReWtLCpBh2Yg,40,36.5566,-29.3507,Bromley,E00003373,194432,6,4.5,609,869488.9707,7070.000000000001,1,37,-29
39,ChIJ4ac36goGdkgRO3hi0fxVxhY,40,-18.0203,-23.1467,Wandsworth,E00023238,246901.85,29,4.5,306,1185628.0026,6665.000000000001,1,-18,-23
0,ChIJ4ayMeJZU30cR2NMcQirgODM,1,40.1428,-63.8737,Bromley,E00003651,1636074,8,4.400000000000001,430,1707149,5895.000000000001,0,40,-64
39,ChIJ4dX96B4GdkgR7uHIkn75i2A,40,-22.1281,-29.2833,Merton,E00016997,153675,18,4,266,740960.5603,6905,1,-22,-29
39,ChIJ4fAHKcUTdkgRUGEBAHjnJnM,40,-50.3559,29.9274,Brent,E00002806,101954,16,4.3,1762,833534.5787,5500,1,-50,30
39,ChIJ4fzfKUoHdkgRN6mDZgBvxaU,40,-1.5643,-47.23,Croydon,E00005825,105466.35,24,4.2,1056,718887.2073,3910,1,-2,-47
39,ChIJ4zwEbNQNdkgR_ioyfJfpsNY,40,-47.5172,-5.8966,Richmond upon Thames,E00019350,134983,7,4.3,715,1438331.6191,9150,1,-48,-6
39,ChIJ5-6JJnWp2EcRSvEK4mXCu3s,40,33.0056,-13.3266,Greenwich,E00008091,100803,12,4.3,393,539624.9351,4445,1,33,-13
39,ChIJ5-bTw0ek2EcR0hRDIlQ9XEY,40,53.7652,33.712,Barking and Dagenham,E00000152,62352,10,4.1,612,867069.3392,3850,1,54,34
39,ChIJ5-xU27cPdkgRuuD97ntp1wo,40,-32.869,0.9539,Hammersmith and Fulham,E00009491,384228.99999999994,56,4.3,2406,732664.3621,6045,1,-33,1
