pxcor,pycor,patchrent,OAID,patch_borough,spend,reachable_pubs,reachable_consumers,reachable_spending,initial_pubs,dead_pubs,current_pubs
-76,13,5075.000000000001,E00011961,Hillingdon,136709,11,102,13342439,0,0,0
-3,-67,5000,E00005332,Croydon,221247,9,37,6090546,0,0,1
74,13,4100,E00011712,Havering,61370,1,22,1013710,0,0,0
17,-29,6000.000000000001,E00003470,Bromley,131630,16,90,9993190,0,0,0
42,26,3835,E00018818,Redbridge,45117.24,12,165,8606166,0,0,0
-79,1,4000.0000000000005,E00012409,Hillingdon,154962,12,63,7923348,0,0,0
-83,10,5384.999999999999,E00011996,Hillingdon,123402.23000000001,11,81,11447784,0,0,0
-13,-28,5269.999999999999,E00017168,Merton,100973,16,211,27777582,0,0,0
-62,41,5695,E00184536,Harrow,73453.45999999999,13,116,10986285,0,0,1
-31,-2,8819.999999999998,E00009440,Hammersmith and Fulham,275347.56,45,268,64364355,0,0,0
13,11,5670.000000000001,E00184063,Tower Hamlets,115601,42,302,37908782,0,0,0
43,26,4085,E00018814,Redbridge,49677,14,158,8641094,0,0,0
-66,0,4000.000000000001,E00013303,Hounslow,183490,10,66,7494727,0,1,0
54,-38,9205,E00003520,Bromley,82510,2,33,2054642,0,0,0
-24,-9,10200.000000000002,E00009697,Hammersmith and Fulham,230148,36,264,57914174,0,0,0
-74,13,4820,E00012663,Hillingdon,170411,11,109,13280777,0,0,0
-36,-33,4120.000000000001,E00017442,Merton,154010,15,102,15358461,0,0,0
13,74,3890.0000000000005,E00007192,Enfield,67355,5,51,3832399,0,1,0
-24,3,15000.000000000002,E00014532,Kensington and Chelsea,221043.22,34,292,67612333,0,0,0
-63,22,5755,E00006350,Ealing,106772,12,93,10274921,0,0,0
60,13,4000.000000000001,E00176932,Havering,57311,0,18,783244,0,1,0
-71,6,3960,E00006787,Ealing,105416.08,12,121,13286366,0,0,0
-55,-58,5264.999999999999,E00014858,Kingston upon Thames,165584,0,3,551123,0,0,0
15,-43,5065,E00005620,Croydon,134028,12,73,8497464,0,0,1
-20,15,13789.999999999996,E00190383,Westminster,108207,40,261,77891053,0,1,0
-93,24,4455.000000000001,E00012494,Hillingdon,213346,12,28,5488031,0,0,0
24,-23,5500,E00016382,Lewisham,64366,8,131,10431121,0,0,1
-2,-4,4975,E00019724,Southwark,100410.37,33,313,31417039,0,0,0
62,7,4550,NaN,NaN,NaN,0,6,263016,0,0,0
-6,-75,5060.000000000001,E00005060,Croydon,126357,2,15,2062648,0,0,0
42,-57,5939.999999999999,E00003648,Bromley,1361636,2,3,1608179,0,0,0
-51,-51,5025,E00014831,Kingston upon Thames,142847,9,53,6856531,0,0,0
18,38,5435,E00022182,Waltham Forest,59674,16,183,10025909,0,0,0
-58,2,5940.000000000001,E00006266,Ealing,142878,15,91,12545198,0,0,0
52,48,4000,E00185769,Redbridge,57332,0,15,601176,0,0,0
-52,-61,6015,E00014858,Kingston upon Thames,165584,0,1,165584,0,0,0
53,48,4554.999999999999,E00185769,Redbridge,57332,0,14,558005,0,0,0
-51,55,5600,E00000926,Barnet,103473,0,3,456585,0,0,0
36,-73,6545.000000000001,E00003655,Bromley,3763622,4,4,4075772,0,0,0
-14,63,6185.000000000001,E00171167,Enfield,126804,3,38,3478724,0,1,0
14,-52,3560.0000000000005,E00005300,Croydon,136340,8,60,5319102,0,0,0
56,40,4225,E00000156,Barking and Dagenham,64812,3,57,2778161,0,0,0
11,65,4155,E00007137,Enfield,53082,5,97,4295232,0,0,0
-19,1,14700,E00190462,Kensington and Chelsea,325215.74999999994,36,267,77516338,0,0,0
26,-26,4290.000000000001,E00004024,Bromley,72215,13,111,9888662,0,0,0
-82,30,5905,E00012605,Hillingdon,348593,20,73,14285543,0,0,0
-13,17,9430,E00004710,Camden,385290.98000000004,28,205,58492271,2,0,2
-68,-16,5900,E00019321,Richmond upon Thames,171080,14,104,12969912,0,0,0
41,24,3670,E00175153,Redbridge,31126,10,174,9293248,0,0,0
-5,0,7940,E00177563,Lambeth,135171.91,26,302,32830631,1,1,0
28,27,6010,E00019061,Redbridge,104570,11,117,8881064,0,0,0
-23,-31,5010.000000000001,E00017002,Merton,187016,16,156,17339414,0,0,0
-32,-26,9689.999999999998,E00017518,Merton,112890,8,82,13181810,0,0,0
14,8,8260,E00021425,Tower Hamlets,261490.68817204307,36,277,39680451,0,0,1
-61,25,5279.999999999999,E00010722,Harrow,159879,15,108,11379217,0,0,1
0,-71,5370,E00005332,Croydon,221247,9,15,4782037,0,0,0
63,52,5190,E00011531,Havering,368630,1,4,1022153,0,0,0
45,49,5185,E00018720,Redbridge,42706.73333333333,4,47,4726375,0,0,0
39,-33,6500,E00003342,Bromley,174926,6,33,4487164,0,1,0
53,-24,4545,E00001892,Bexley,73440,3,38,2413885,0,0,0
37,-30,7185.000000000001,E00003329,Bromley,154161,8,38,5463444,0,2,0
-13,70,6720,E00007029,Enfield,90725,0,1,126804,0,0,0
37,-48,5970.000000000001,E00003679,Bromley,108641,5,30,3503039,0,0,0
-99,39,5105,E00012162,Hillingdon,127643,1,10,1341684,0,0,0
-29,-31,6550.000000000001,E00017349,Merton,143689.74,15,140,19835657,0,0,0
-23,-10,8475.000000000002,E00022710,Wandsworth,170508.5,44,248,50965393,1,0,1
80,25,5970,E00011922,Havering,72900,3,42,2732797,0,0,0
-20,20,9859.999999999998,E00004778,Camden,416833.65,29,272,100193689,0,0,1
0,-6,6760,E00019695,Southwark,194809.28999999998,33,259,28853938,4,0,4
48,-45,4225.000000000001,E00003882,Bromley,106741,6,78,7704067,0,0,0
-95,7,4805,E00176464,Hillingdon,100809,9,56,7131794,0,0,0
-18,38,7780,E00000919,Barnet,119534.01999999999,15,125,12416177,0,0,0
52,43,3500,E00018353,Redbridge,45212,0,14,751819,0,0,0
-31,-26,10450,E00017536,Merton,139804,12,94,14978787,0,0,0
34,-60,5515.000000000001,E00003650,Bromley,110204,0,5,497051,0,0,0
-31,-21,9000.000000000002,E00017525,Merton,256462,6,72,12843879,0,0,1
-4,30,9335,E00178902,Haringey,45515,24,275,26369997,0,1,0
-41,-20,6299.999999999998,E00019112,Richmond upon Thames,217093,3,14,3283811,0,0,0
-51,14,7490.000000000001,E00006380,Ealing,179329,13,107,15988894,0,0,0
-71,-26,6545,E00012960,Hounslow,110842,6,66,7990740,0,0,0
-60,24,5510.000000000001,E00179117,Ealing,158227,13,95,10643725,1,0,1
-26,40,6360,E00001007,Barnet,149561,14,121,15873669,0,0,0
-3,-52,3800.0000000000005,E00005844,Croydon,149140,15,96,12729376,0,0,0
-57,-29,8000.000000000001,E00019567,Richmond upon Thames,117164,4,53,8308975,0,0,0
-45,-18,8805.000000000002,E00019112,Richmond upon Thames,217093,2,7,1249265,0,0,0
65,23,3500,E00176931,Havering,31478,7,74,3283689,0,0,0
-43,12,6005,E00006181,Ealing,237866,10,80,11076127,0,0,0
-87,-4,4700.000000000001,E00012194,Hillingdon,206109,4,18,2414735,0,0,0
8,-49,5195,E00005295,Croydon,184589,11,24,8707222,0,0,1
-22,14,12179.999999999998,E00023913,Westminster,311947.66000000003,44,344,90809920,1,0,1
-16,-1,15000,E00014596,Kensington and Chelsea,616350,39,283,80768246,0,0,1
-61,26,4960,E00010719,Harrow,150062,17,110,11578576,0,0,0
40,-51,5725.000000000001,E00003684,Bromley,111767,5,25,2573670,0,0,0
71,16,4415,E00011707,Havering,55760,3,41,1872406,0,0,0
-79,44,6090.000000000001,E00012326,Hillingdon,162401,8,50,14521627,0,0,0
-4,-24,5940,E00015530,Lambeth,116333,13,165,19739543,0,0,0
-44,-36,5900,E00014717,Kingston upon Thames,170136,12,111,17864744,0,0,0
-25,43,6415.000000000002,E00001457,Barnet,123036.95,11,124,14844514,0,0,0
13,-43,4960,E00005622,Croydon,129925,12,73,8484251,0,0,0
17,-25,4560,E00016151,Lewisham,108427,12,108,9383048,0,0,0
-39,20,4900.000000000001,E00002564,Brent,71167,11,171,12664787,0,0,0
2,37,5199.999999999999,E00010374,Haringey,38666.77,14,231,9761100,1,0,1
67,35,5244.999999999999,E00011759,Havering,44940,11,114,6279176,0,0,0
-33,12,9870,E00009367,Kensington and Chelsea,91037.37000000001,22,196,23330874,0,0,0
56,-8,5595.000000000001,E00001793,Bexley,85508,10,108,6618320,0,0,0
-64,46,4079.999999999999,E00010743,Harrow,34177,6,47,5275742,0,0,0
-8,-14,6290.000000000001,E00177601,Lambeth,416225,33,271,35315965,0,0,0
74,7,4000,E00011695,Havering,42840,0,1,42840,0,0,0
-15,61,6010,E00007061,Enfield,125637,4,67,6107642,0,0,1
-37,24,5210.000000000001,E00002475,Brent,83361.30000000002,12,164,14043803,0,0,0
37,24,3910.0000000000005,E00018044,Newham,74479,12,198,11995351,0,0,0
2,-35,4354.999999999999,E00005535,Croydon,91306.74999999999,23,186,16610131,0,0,1
-8,49,5954.999999999999,E00007617,Enfield,63670,15,139,9281500,0,0,0
-55,22,6000.000000000001,E00006538,Ealing,105607,12,107,10784553,0,1,0
51,-41,5529.999999999999,E00003855,Bromley,78110,7,63,5203690,0,0,0
17,44,5335.000000000001,E00021852,Waltham Forest,66758,9,128,7713022,0,0,0
85,35,5960,E00011269,Havering,78736,2,31,1756098,0,0,0
65,32,4175,E00011733,Havering,48341.15,12,110,5762877,0,0,0
55,40,3710,E00000156,Barking and Dagenham,64812,4,53,2649526,0,0,0
22,-46,5540,E00003727,Bromley,110110,6,47,5429213,0,0,0
4,-55,4435.000000000001,E00005601,Croydon,164760.62,14,52,8376269,0,0,0
34,46,5499.999999999999,E00018428,Redbridge,55623,4,56,4575039,1,0,1
-88,10,5275,E00012683,Hillingdon,265335,11,79,11034324,1,0,2
70,1,4005.0000000000005,NaN,NaN,NaN,0,4,164288,0,1,0
-62,15,5469.999999999999,E00006298,Ealing,144841,14,99,10990168,0,0,0
56,48,5325,E00011496,Havering,38951,2,34,1396034,0,0,0
-43,0,9235.000000000002,E00013344,Hounslow,202358.16999999998,25,168,28894690,0,0,0
-40,25,4465,E00003031,Brent,108704,6,125,10275207,0,0,0
-83,-13,4769.999999999999,E00012179,Hillingdon,243502,4,33,3733475,0,0,0
-21,-1,15000,E00014215,Kensington and Chelsea,236975.21999999997,39,328,72587938,0,0,0
-13,67,8585,E00171167,Enfield,126804,0,3,305004,0,0,0
-94,46,5499.999999999999,E00012152,Hillingdon,235825,2,13,1939260,0,1,0
38,-45,5420,E00003669,Bromley,122930,7,49,5404547,0,0,0
29,43,5545.000000000001,E00018895,Redbridge,82824,8,116,7423872,0,0,0
38,-55,5500.000000000001,E00003645,Bromley,103560,0,2,170776,0,0,0
-50,-56,5985.000000000001,E00014858,Kingston upon Thames,165584,0,8,1006850,0,0,0
-38,-16,4260,E00019112,Richmond upon Thames,217093,9,57,8900482,0,0,0
3,-47,5680,E00005212,Croydon,168688,21,109,19194732,0,0,0
11,-11,5660,E00016910,Lewisham,75117.66999999997,21,164,16133815,0,1,0
14,-13,5955,E00016553,Lewisham,103080.81,19,176,14600109,0,0,0
39,-2,3605.0000000000005,E00008469,Greenwich,82722.51,17,174,11259257,0,0,0
-90,18,5320,E00012492,Hillingdon,172612,15,78,11827619,0,0,0
53,50,6300,E00185769,Redbridge,57332,0,9,325101,0,0,0
68,17,4135.000000000001,E00011831,Havering,45568,5,71,2988614,0,0,1
-68,49,5540,E00010777,Harrow,117107.79166666669,3,14,2234719,0,0,0
-69,1,5315.000000000001,E00013074,Hounslow,103161,15,103,10917114,0,0,0
55,53,5500.000000000001,E00011496,Havering,38951,0,1,38951,0,0,0
-8,-2,8070.000000000001,E00015623,Lambeth,217966,32,332,51287131,0,0,0
72,-4,4490.000000000001,E00002117,Bexley,42903,2,12,504224,0,0,0
15,-29,5860.000000000001,E00003443,Bromley,100592.43000000001,16,104,10912544,0,0,0
-99,45,5665.000000000001,E00012167,Hillingdon,172862,1,7,1052054,0,0,0
13,-15,6205,E00016342,Lewisham,72897,16,166,14348340,0,0,0
-54,2,6505,E00006498,Ealing,168541,18,144,18792828,1,0,1
-3,32,5950.000000000001,E00178902,Haringey,45515,21,250,18356352,1,0,1
55,17,4000,E00000464,Barking and Dagenham,62053,6,72,3683327,0,0,0
-56,2,6500.000000000001,E00006487,Ealing,168596,14,126,16735265,0,0,0
79,33,5165.000000000001,E00011338,Havering,64412,5,47,3086741,0,1,0
57,13,3955.0000000000005,E00000434,Barking and Dagenham,50278,0,9,523708,0,0,0
-31,-59,6690,E00020706,Sutton,1366384,0,8,6081850,0,0,0
14,6,8824.999999999998,NaN,NaN,NaN,38,247,40346400,0,0,0
52,-49,5500,E00003291,Bromley,96526,1,17,1788858,0,1,0
-23,-19,7760.000000000001,E00022589,Wandsworth,178309.16,27,168,32473390,1,0,1
-19,6,15000.000000000004,E00175206,Westminster,1961359,28,165,71842215,0,0,0
-14,64,7400.000000000001,E00171167,Enfield,126804,3,25,2437779,0,0,0
36,20,3825.0000000000005,E00018283,Newham,58267,11,218,13944841,0,0,0
23,36,6340,E00021967,Waltham Forest,62029,10,126,7876510,0,0,0
53,-40,9880,E00003520,Bromley,82510,4,43,2876300,0,0,0
26,54,5800.000000000001,E00018829,Redbridge,468507.86666666664,6,31,4637886,0,0,0
1,36,4669.999999999999,E00010399,Haringey,37727.27,16,235,11059593,0,0,0
-3,-6,6550,E00016069,Lambeth,115043.64000000001,35,287,31484448,0,0,0
45,31,3655,E00018937,Redbridge,60664,15,140,7312583,0,0,1
72,28,5045,E00011814,Havering,53139,7,98,5126962,0,0,0
-20,-25,5664.999999999999,E00023248,Wandsworth,177253,27,217,31965231,2,0,2
71,55,5280.000000000001,E00011366,Havering,313336,0,4,398404,0,1,0
-5,-21,5710.000000000001,E00015554,Lambeth,111017.07,25,207,26029559,0,0,0
74,29,5185,E00011778,Havering,50843,6,88,4941115,0,0,0
38,-1,3610,E00008464,Greenwich,62214.98,18,188,12001904,1,0,1
-21,-50,5500,E00020927,Sutton,150432.02000000002,26,159,19646937,0,0,0
14,-3,4960,E00016695,Lewisham,54639.84999999999,22,263,21005600,0,0,0
-2,59,5825,E00007231,Enfield,97463,6,98,7370489,0,1,0
17,-50,3500.0000000000005,E00005273,Croydon,82021,7,57,4837843,1,0,1
-46,48,5469.999999999999,E00000941,Barnet,123997,10,113,12263340,0,0,1
8,13,6310.000000000001,E00021189,Tower Hamlets,158147.44999999998,47,326,46505125,0,0,0
-96,46,5500,E00012152,Hillingdon,235825,2,10,1495657,0,0,0
11,-26,5500,E00003898,Bromley,85350,17,147,11698724,0,0,0
-68,21,5500,E00006591,Ealing,103491,11,96,9487011,0,0,0
34,18,3755.0000000000005,E00017807,Newham,96401.67999999998,12,230,15891802,1,0,2
-20,-42,5000.000000000001,E00020758,Sutton,86028.96999999999,10,139,12389552,0,0,0
-79,18,5000,E00184414,Hillingdon,70322,6,35,4623071,0,0,0
-87,-7,4715,E00012188,Hillingdon,197651,1,10,1590629,0,0,0
-95,-3,4160,E00012188,Hillingdon,197651,0,8,961545,0,0,0
52,25,4000,E00000397,Barking and Dagenham,50759,11,165,7945794,0,0,0
-1,77,4320,E00007029,Enfield,90725,0,0,0,0,0,0
29,-35,4830,E00003276,Bromley,107212.21,13,92,10128596,0,0,0
-81,-20,5155.000000000001,E00179152,Hounslow,152050,8,81,8632262,0,0,0
40,35,3969.999999999999,E00018363,Redbridge,58447,13,129,6802002,0,0,0
17,25,5000,E00185680,Waltham Forest,15047,15,147,10728827,0,0,0
7,20,8050,E00183971,Hackney,109742.38999999998,32,317,30123963,1,1,0
5,-6,5110.000000000001,E00177574,Southwark,118027,37,249,29234951,0,0,0
42,-12,4105,E00008052,Greenwich,112454,11,84,6632171,0,0,0
85,30,5039.999999999999,E00011932,Havering,61506.29,2,45,2682222,0,0,0
-66,45,5820.000000000001,E00010783,Harrow,164782,7,47,6018388,0,0,0
-2,-40,3515.000000000001,E00005531,Croydon,87079.7,20,202,17798870,0,0,0
29,9,4020.0000000000005,E00017768,Newham,162464,10,151,10190342,0,0,0
47,-35,3970,E00003562,Bromley,78366,9,90,6757336,0,0,0
-55,48,5380,E00011131,Harrow,153826,7,61,7562208,0,0,0
-1,19,8779.999999999998,E00013954,Islington,134236.06000000003,22,365,43970521,0,0,0
-59,-24,7430,E00019582,Richmond upon Thames,148313.59,14,91,13842766,1,0,1
-96,48,5870.000000000001,E00012152,Hillingdon,235825,0,4,667980,0,0,0
-91,4,4815,E00012595,Hillingdon,132668.98999999996,9,79,8967046,0,0,0
79,18,4470,E00011924,Havering,58868,0,3,158259,0,0,0
15,-14,5545,E00016336,Lewisham,106134,17,173,14141697,0,0,0
-7,-47,3530,E00020553,Sutton,94501,12,99,9689726,0,0,0
-6,-31,3500.0000000000005,E00005433,Croydon,206982,10,151,16626614,0,0,0
82,49,3860,E00011389,Havering,32853,0,8,279872,0,0,0
14,-51,4175.000000000001,E00005300,Croydon,136340,8,57,5027647,0,0,0
27,-71,4300.000000000001,E00003178,Bromley,92689,3,12,1251093,0,0,0
46,-25,4970,E00002089,Bexley,57670,5,64,4102393,0,0,0
-68,-12,4120,E00013154,Hounslow,120087,21,130,15149249,0,0,0
41,-43,5610,E00003696,Bromley,133252,8,73,8317701,0,0,0
-86,26,6400.000000000001,E00012258,Hillingdon,224674,10,47,9859394,0,0,0
-54,5,7729.999999999998,E00006880,Ealing,126916.54999999996,28,180,26040027,0,0,0
50,-13,5485,E00001919,Bexley,64874,12,95,6218972,0,0,0
-9,66,8315.000000000002,E00007315,Enfield,86939,2,23,1881896,0,0,0
-56,7,6735,E00006230,Ealing,167122.78999999998,30,185,26225328,0,0,0
-51,-12,10050,E00019485,Richmond upon Thames,188775,13,99,15988329,1,1,1
4,-37,4555,E00005962,Croydon,132175.52000000002,20,187,17468446,0,0,0
76,37,4510,E00011346,Havering,67467,2,56,3405777,0,0,0
-48,-48,5500,E00014805,Kingston upon Thames,136719,8,80,11095278,0,0,0
-6,22,7585.000000000002,E00013938,Islington,114250.56000000001,23,307,45150942,1,1,0
-92,32,6000.000000000001,E00012155,Hillingdon,103603,1,5,856815,0,0,0
25,20,4060,E00018297,Newham,100241,25,256,19154196,0,0,1
-55,29,5285.000000000001,E00002754,Brent,98328,8,88,9149755,0,0,0
-68,47,5755,E00010777,Harrow,187280,5,29,4446223,0,0,0
-2,2,6295.000000000001,E00177512,Southwark,130852.16000000002,24,337,38558765,1,0,1
-15,-55,5500,E00020667,Sutton,211463,6,52,7642961,0,0,0
47,49,5255,E00018748,Redbridge,41212,2,42,2527944,0,0,0
-52,1,6365,E00006505,Ealing,125363.18999999999,23,148,18302203,0,0,0
48,4,3550,E00007825,Greenwich,96014,13,119,7815603,0,0,0
5,64,5230.000000000001,E00007523,Enfield,48566,8,126,5780205,0,0,0
-9,50,6010,E00007611,Enfield,52196,16,120,9144898,0,0,0
10,-31,5570,E00003429,Bromley,89545.42000000001,18,147,12109075,0,0,0
-32,36,6480,E00001157,Barnet,122079.20000000001,16,122,15400903,0,0,0
17,49,5045,E00022208,Waltham Forest,72951.73,11,120,7691790,0,0,0
59,-20,5530.000000000001,E00001877,Bexley,34080,3,16,2147170,0,0,0
53,38,3520,E00000138,Barking and Dagenham,59912,7,59,3777660,0,0,0
33,-50,8000,E00003186,Bromley,157018,1,10,1480057,0,0,0
-30,-34,5589.999999999999,E00017028,Merton,108612,11,113,14485628,0,0,1
66,15,3994.999999999999,E00011858,Havering,32269,6,58,2399331,1,1,1
35,-18,4900.000000000001,E00007936,Greenwich,94232,12,88,7129112,0,0,0
-9,22,6395,E00184137,Islington,115380,40,305,53128569,0,0,0
32,-66,5500,E00003164,Bromley,121784,5,28,3095311,0,0,0
-9,-24,4824.999999999999,E00015901,Lambeth,138246.28999999998,17,192,26414503,0,0,0
-83,-9,5325,E00012179,Hillingdon,243502,0,7,990639,0,0,0
73,50,4135,E00011371,Havering,37528,4,63,2105501,0,0,0
13,48,5000.000000000001,E00022389,Waltham Forest,65977.22,5,65,4120117,0,0,0
74,30,5505,E00011795,Havering,47354,6,87,4924095,0,0,0
-86,-6,4200.000000000001,E00012179,Hillingdon,243502,2,15,2302305,0,0,0
-52,38,5179.999999999999,E00010866,Harrow,100920,11,113,13144642,0,0,0
27,-35,5375,E00166615,Bromley,101792,17,90,9848627,0,0,0
-78,3,3910.0000000000005,E00184468,Hillingdon,70035,13,77,9761769,0,0,0
-67,9,3910,E00006067,Ealing,104868,9,114,11885016,0,0,0
-12,-70,5130.000000000001,E00005097,Croydon,274796,4,29,5465288,0,0,0
-17,13,10990.000000000002,E00023919,Westminster,399629.7100000001,30,245,79774735,2,0,2
-19,-3,11369.999999999998,E00014232,Kensington and Chelsea,206110.94736842107,37,286,62805006,0,1,0
-16,67,8000.000000000001,E00171167,Enfield,126804,1,8,963823,0,0,0
-14,52,5715,E00000595,Barnet,78457,14,104,10668401,0,0,0
-44,8,5910.000000000001,E00005966,Ealing,136415,20,155,19198856,0,0,0
2,-28,6535,E00005682,Croydon,92929,19,154,15792978,0,0,0
-40,-16,4045,E00019112,Richmond upon Thames,217093,9,43,6622739,0,0,0
55,-6,5490,E00001741,Bexley,67896,13,117,6936474,0,0,0
-52,-20,8939.999999999998,E00019202,Richmond upon Thames,134530,6,42,6187332,0,0,0
-12,72,6000,E00007029,Enfield,90725,0,0,0,0,0,0
0,-52,4965.000000000001,E00005167,Croydon,161403,13,94,13379689,0,0,0
-7,26,7570.000000000002,E00013597,Islington,163008.81999999998,35,328,40902164,2,1,1
-13,65,8750.000000000002,E00171167,Enfield,126804,3,12,1147208,0,0,0
77,48,3850,E00011375,Havering,32295.709999999995,3,63,2014226,0,0,0
23,29,5215,E00021789,Waltham Forest,45460.28,16,193,10632960,0,1,0
13,47,4990,E00022395,Waltham Forest,59905,5,73,4409776,0,0,0
49,-7,4615,E00002215,Bexley,58266,13,108,6652919,0,0,0
-5,-68,5200.000000000001,E00005076,Croydon,138815,7,45,6947568,0,0,0
-20,13,6660,E00023566,Westminster,164950.0099999999,44,313,98309733,1,0,1
45,-7,4510,E00001960,Bexley,60509.619999999995,13,106,6853551,0,0,0
-30,-45,5510,E00020791,Sutton,116450.35,14,115,14167044,0,0,0
-49,-5,9275,E00019350,Richmond upon Thames,134983,20,107,14736525,0,0,0
-43,6,6700,E00005970,Ealing,112713.43999999999,22,196,25079568,1,0,1
-72,15,4545,E00006631,Ealing,79413.48000000003,10,108,11357947,0,0,0
29,-61,5125.000000000001,E00003183,Bromley,121784,1,9,1048258,0,0,0
-16,44,5340.000000000001,E00000794,Barnet,116416,8,106,9814335,0,0,0
-16,-49,4679.999999999999,E00020644,Sutton,228482,22,131,16056768,0,0,0
-72,-23,4125,E00012987,Hounslow,85019,11,75,8370104,0,0,0
34,26,3930,E00018058,Newham,128206,15,155,10857300,0,0,1
-14,26,8875,E00004483,Camden,269932.9,38,250,57484667,1,0,1
11,-42,4980,E00005615,Croydon,115793,11,75,8988756,0,0,0
-48,56,5970.000000000001,E00000926,Barnet,103473,1,7,823082,0,0,0
-4,26,9379.999999999998,E00013676,Islington,211848.41999999998,36,313,39357619,0,0,0
-35,-37,6000,E00017564,Merton,124625,9,92,13595119,1,0,1
31,5,5379.999999999999,E00182074,Newham,70990,7,83,5394992,0,0,0
10,-14,5630,E00020219,Southwark,114908,20,154,16191372,0,0,0
19,-12,5485.000000000001,E00016629,Lewisham,92271.01000000002,17,200,16710040,0,0,0
-90,-8,3990.000000000001,E00012188,Hillingdon,197651,0,3,573811,0,0,0
61,50,5500.000000000001,E00011495,Havering,542194,1,30,2162170,0,0,0
10,42,4900.000000000001,E00022137,Waltham Forest,56634,4,112,5083495,0,0,0
54,47,5199.999999999999,E00185769,Redbridge,57332,1,18,689288,0,0,0
-37,10,6140,E00183098,Hammersmith and Fulham,<null>,16,154,22706930,0,0,0
15,8,6130,E00167159,Tower Hamlets,336001,39,285,40424156,2,0,2
-93,23,5480.000000000001,E00012494,Hillingdon,206816.3820224719,14,35,6422600,0,0,0
35,25,3644.999999999999,E00018071,Newham,106753.44000000002,15,181,11958147,0,0,0
-45,15,4000,E00178920,Brent,75188,9,60,7944157,0,0,0
-59,-1,5500,E00013306,Hounslow,152729,8,45,7114094,0,0,0
-49,53,5000.000000000001,E00000926,Barnet,103473,3,35,4265831,0,0,0
6,40,5005,E00178959,Haringey,72734,10,151,5570994,0,0,0
8,66,4630.000000000001,E00007517,Enfield,41295.439999999995,8,118,5114073,0,0,0
1,10,14799.999999999996,E00166755,City of London,127181,9,168,27734363,1,1,0
-71,21,5000.000000000001,E00006590,Ealing,98891,11,74,7757987,0,0,1
-6,-18,4990.000000000001,E00015800,Lambeth,165712,26,227,29485291,0,0,1
