"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"model_unlimitedlocation_0722_allocation.nlogo"
"try07192225"
"07/22/2025 23:38:15:156 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-100","100","-100","100"
"[run number]","constant_a","reach_distance","constant_b","constant_c","[step]","total-exits","initial-total-pubs","initial-red-pubs","tick-exit","tick-exit-red","exit-rate","exit-rate-red","remaining-total-pubs","remaining-red-pubs"
"197","1.001","8","0.5","40","7","492","2955","2498","1","0","0.338409475465313","0","2954","2498"
"193","1.001","8","0.5","40","28","491","2955","2501","0","0","0","0","2955","2501"
"198","1.001","8","0.5","40","6","503","2955","2497","0","0","0","0","2955","2497"
"194","1.001","8","0.5","40","15","489","2955","2497","0","0","0","0","2955","2497"
"199","1.001","8","0.5","40","6","515","2955","2497","1","0","0.338409475465313","0","2954","2497"
"195","1.001","8","0.5","40","14","507","2955","2499","0","0","0","0","2955","2499"
"196","1.001","8","0.5","40","11","514","2955","2496","0","0","0","0","2955","2496"
"197","1.001","8","0.5","40","8","492","2955","2498","0","0","0","0","2955","2498"
"193","1.001","8","0.5","40","29","491","2955","2501","0","0","0","0","2955","2501"
"198","1.001","8","0.5","40","7","503","2955","2497","0","0","0","0","2955","2497"
"194","1.001","8","0.5","40","16","489","2955","2497","0","0","0","0","2955","2497"
"199","1.001","8","0.5","40","7","515","2955","2497","0","0","0","0","2955","2497"
"195","1.001","8","0.5","40","15","507","2955","2499","0","0","0","0","2955","2499"
"196","1.001","8","0.5","40","12","514","2955","2496","0","0","0","0","2955","2496"
"197","1.001","8","0.5","40","9","492","2955","2498","0","0","0","0","2955","2498"
"198","1.001","8","0.5","40","8","503","2955","2497","0","0","0","0","2955","2497"
"194","1.001","8","0.5","40","17","489","2955","2497","0","0","0","0","2955","2497"
"199","1.001","8","0.5","40","8","515","2955","2497","0","0","0","0","2955","2497"
"196","1.001","8","0.5","40","13","514","2955","2496","0","0","0","0","2955","2496"
"195","1.001","8","0.5","40","16","507","2955","2499","0","0","0","0","2955","2499"
"150","1.001","8","0.2","80","24","1153","2955","2089","1","0","0.338409475465313","0","2954","2089"
"197","1.001","8","0.5","40","10","492","2955","2498","0","0","0","0","2955","2498"
"198","1.001","8","0.5","40","9","503","2955","2497","0","0","0","0","2955","2497"
"194","1.001","8","0.5","40","18","489","2955","2497","0","0","0","0","2955","2497"
"199","1.001","8","0.5","40","9","516","2955","2497","1","0","0.338409475465313","0","2954","2497"
"196","1.001","8","0.5","40","14","514","2955","2496","0","0","0","0","2955","2496"
"195","1.001","8","0.5","40","17","507","2955","2499","0","0","0","0","2955","2499"
"197","1.001","8","0.5","40","11","492","2955","2498","0","0","0","0","2955","2498"
"194","1.001","8","0.5","40","19","489","2955","2497","0","0","0","0","2955","2497"
"198","1.001","8","0.5","40","10","503","2955","2497","0","0","0","0","2955","2497"
"199","1.001","8","0.5","40","10","516","2955","2497","0","0","0","0","2955","2497"
"200","1.001","8","0.5","40","0","0","0","0","0","0","0","0","0","0"
"196","1.001","8","0.5","40","15","514","2955","2496","0","0","0","0","2955","2496"
"195","1.001","8","0.5","40","18","507","2955","2499","0","0","0","0","2955","2499"
"197","1.001","8","0.5","40","12","492","2955","2498","0","0","0","0","2955","2498"
"194","1.001","8","0.5","40","20","489","2955","2497","0","0","0","0","2955","2497"
"198","1.001","8","0.5","40","11","503","2955","2497","0","0","0","0","2955","2497"
"199","1.001","8","0.5","40","11","516","2955","2497","0","0","0","0","2955","2497"
"200","1.001","8","0.5","40","1","449","2955","2955","449","449","151.94585448392556","151.94585448392556","2506","2506"
"196","1.001","8","0.5","40","16","514","2955","2496","0","0","0","0","2955","2496"
"195","1.001","8","0.5","40","19","507","2955","2499","0","0","0","0","2955","2499"
"197","1.001","8","0.5","40","13","492","2955","2498","0","0","0","0","2955","2498"
"194","1.001","8","0.5","40","21","489","2955","2497","0","0","0","0","2955","2497"
"198","1.001","8","0.5","40","12","503","2955","2497","0","0","0","0","2955","2497"
"199","1.001","8","0.5","40","12","516","2955","2497","0","0","0","0","2955","2497"
"200","1.001","8","0.5","40","2","498","2955","2506","49","6","16.582064297800336","2.3942537909018355","2906","2500"
"196","1.001","8","0.5","40","17","514","2955","2496","0","0","0","0","2955","2496"
"195","1.001","8","0.5","40","20","507","2955","2499","0","0","0","0","2955","2499"
"197","1.001","8","0.5","40","14","492","2955","2498","0","0","0","0","2955","2498"
"194","1.001","8","0.5","40","22","489","2955","2497","0","0","0","0","2955","2497"
"198","1.001","8","0.5","40","13","503","2955","2497","0","0","0","0","2955","2497"
"199","1.001","8","0.5","40","13","516","2955","2497","0","0","0","0","2955","2497"
"200","1.001","8","0.5","40","3","505","2955","2500","7","0","2.3688663282571913","0","2948","2500"
"196","1.001","8","0.5","40","18","514","2955","2496","0","0","0","0","2955","2496"
"195","1.001","8","0.5","40","21","507","2955","2499","0","0","0","0","2955","2499"
"197","1.001","8","0.5","40","15","492","2955","2498","0","0","0","0","2955","2498"
"194","1.001","8","0.5","40","23","489","2955","2497","0","0","0","0","2955","2497"
"198","1.001","8","0.5","40","14","503","2955","2497","0","0","0","0","2955","2497"
"200","1.001","8","0.5","40","4","505","2955","2500","0","0","0","0","2955","2500"
"199","1.001","8","0.5","40","14","516","2955","2497","0","0","0","0","2955","2497"
"195","1.001","8","0.5","40","22","507","2955","2499","0","0","0","0","2955","2499"
"196","1.001","8","0.5","40","19","514","2955","2496","0","0","0","0","2955","2496"
"197","1.001","8","0.5","40","16","492","2955","2498","0","0","0","0","2955","2498"
"194","1.001","8","0.5","40","24","489","2955","2497","0","0","0","0","2955","2497"
"198","1.001","8","0.5","40","15","503","2955","2497","0","0","0","0","2955","2497"
"200","1.001","8","0.5","40","5","505","2955","2500","0","0","0","0","2955","2500"
"199","1.001","8","0.5","40","15","516","2955","2497","0","0","0","0","2955","2497"
"195","1.001","8","0.5","40","23","507","2955","2499","0","0","0","0","2955","2499"
"196","1.001","8","0.5","40","20","514","2955","2496","0","0","0","0","2955","2496"
"197","1.001","8","0.5","40","17","492","2955","2498","0","0","0","0","2955","2498"
"194","1.001","8","0.5","40","25","489","2955","2497","0","0","0","0","2955","2497"
"198","1.001","8","0.5","40","16","503","2955","2497","0","0","0","0","2955","2497"
"200","1.001","8","0.5","40","6","505","2955","2500","0","0","0","0","2955","2500"
"199","1.001","8","0.5","40","16","516","2955","2497","0","0","0","0","2955","2497"
"196","1.001","8","0.5","40","21","514","2955","2496","0","0","0","0","2955","2496"
"195","1.001","8","0.5","40","24","507","2955","2499","0","0","0","0","2955","2499"
"197","1.001","8","0.5","40","18","492","2955","2498","0","0","0","0","2955","2498"
"194","1.001","8","0.5","40","26","489","2955","2497","0","0","0","0","2955","2497"
"198","1.001","8","0.5","40","17","503","2955","2497","0","0","0","0","2955","2497"
"200","1.001","8","0.5","40","7","505","2955","2500","0","0","0","0","2955","2500"
"199","1.001","8","0.5","40","17","516","2955","2497","0","0","0","0","2955","2497"
"196","1.001","8","0.5","40","22","514","2955","2496","0","0","0","0","2955","2496"
"195","1.001","8","0.5","40","25","507","2955","2499","0","0","0","0","2955","2499"
"197","1.001","8","0.5","40","19","492","2955","2498","0","0","0","0","2955","2498"
"194","1.001","8","0.5","40","27","489","2955","2497","0","0","0","0","2955","2497"
"198","1.001","8","0.5","40","18","503","2955","2497","0","0","0","0","2955","2497"
"200","1.001","8","0.5","40","8","505","2955","2500","0","0","0","0","2955","2500"
"199","1.001","8","0.5","40","18","516","2955","2497","0","0","0","0","2955","2497"
"196","1.001","8","0.5","40","23","514","2955","2496","0","0","0","0","2955","2496"
"195","1.001","8","0.5","40","26","507","2955","2499","0","0","0","0","2955","2499"
"197","1.001","8","0.5","40","20","492","2955","2498","0","0","0","0","2955","2498"
"194","1.001","8","0.5","40","28","489","2955","2497","0","0","0","0","2955","2497"
"198","1.001","8","0.5","40","19","503","2955","2497","0","0","0","0","2955","2497"
"200","1.001","8","0.5","40","9","505","2955","2500","0","0","0","0","2955","2500"
"199","1.001","8","0.5","40","19","516","2955","2497","0","0","0","0","2955","2497"
"196","1.001","8","0.5","40","24","514","2955","2496","0","0","0","0","2955","2496"
"195","1.001","8","0.5","40","27","507","2955","2499","0","0","0","0","2955","2499"
"197","1.001","8","0.5","40","21","492","2955","2498","0","0","0","0","2955","2498"
"194","1.001","8","0.5","40","29","489","2955","2497","0","0","0","0","2955","2497"
"198","1.001","8","0.5","40","20","503","2955","2497","0","0","0","0","2955","2497"
"200","1.001","8","0.5","40","10","505","2955","2500","0","0","0","0","2955","2500"
"199","1.001","8","0.5","40","20","516","2955","2497","0","0","0","0","2955","2497"
"196","1.001","8","0.5","40","25","514","2955","2496","0","0","0","0","2955","2496"
"195","1.001","8","0.5","40","28","507","2955","2499","0","0","0","0","2955","2499"
"197","1.001","8","0.5","40","22","492","2955","2498","0","0","0","0","2955","2498"
"150","1.001","8","0.2","80","25","1153","2955","2089","0","0","0","0","2955","2089"
"200","1.001","8","0.5","40","11","505","2955","2500","0","0","0","0","2955","2500"
"198","1.001","8","0.5","40","21","503","2955","2497","0","0","0","0","2955","2497"
"199","1.001","8","0.5","40","21","516","2955","2497","0","0","0","0","2955","2497"
"196","1.001","8","0.5","40","26","514","2955","2496","0","0","0","0","2955","2496"
"195","1.001","8","0.5","40","29","507","2955","2499","0","0","0","0","2955","2499"
"197","1.001","8","0.5","40","23","492","2955","2498","0","0","0","0","2955","2498"
"200","1.001","8","0.5","40","12","505","2955","2500","0","0","0","0","2955","2500"
"198","1.001","8","0.5","40","22","503","2955","2497","0","0","0","0","2955","2497"
"199","1.001","8","0.5","40","22","516","2955","2497","0","0","0","0","2955","2497"
"196","1.001","8","0.5","40","27","514","2955","2496","0","0","0","0","2955","2496"
"197","1.001","8","0.5","40","24","492","2955","2498","0","0","0","0","2955","2498"
"200","1.001","8","0.5","40","13","505","2955","2500","0","0","0","0","2955","2500"
"198","1.001","8","0.5","40","23","503","2955","2497","0","0","0","0","2955","2497"
"201","1.001","8","0.5","60","0","0","0","0","0","0","0","0","0","0"
"199","1.001","8","0.5","40","23","516","2955","2497","0","0","0","0","2955","2497"
"196","1.001","8","0.5","40","28","514","2955","2496","0","0","0","0","2955","2496"
"197","1.001","8","0.5","40","25","492","2955","2498","0","0","0","0","2955","2498"
"200","1.001","8","0.5","40","14","505","2955","2500","0","0","0","0","2955","2500"
"198","1.001","8","0.5","40","24","503","2955","2497","0","0","0","0","2955","2497"
"201","1.001","8","0.5","60","1","619","2955","2955","619","619","209.47546531302876","209.47546531302876","2336","2336"
"196","1.001","8","0.5","40","29","514","2955","2496","0","0","0","0","2955","2496"
"199","1.001","8","0.5","40","24","516","2955","2497","0","0","0","0","2955","2497"
"197","1.001","8","0.5","40","26","492","2955","2498","0","0","0","0","2955","2498"
"200","1.001","8","0.5","40","15","505","2955","2500","0","0","0","0","2955","2500"
"198","1.001","8","0.5","40","25","503","2955","2497","0","0","0","0","2955","2497"
"202","1.001","8","0.5","60","0","0","0","0","0","0","0","0","0","0"
"201","1.001","8","0.5","60","2","746","2955","2336","127","26","42.978003384094755","11.13013698630137","2828","2310"
"197","1.001","8","0.5","40","27","492","2955","2498","0","0","0","0","2955","2498"
"199","1.001","8","0.5","40","25","516","2955","2497","0","0","0","0","2955","2497"
"200","1.001","8","0.5","40","16","505","2955","2500","0","0","0","0","2955","2500"
"198","1.001","8","0.5","40","26","503","2955","2497","0","0","0","0","2955","2497"
"202","1.001","8","0.5","60","1","618","2955","2955","618","618","209.13705583756345","209.13705583756345","2337","2337"
"201","1.001","8","0.5","60","3","784","2955","2310","38","4","12.859560067681896","1.7316017316017316","2917","2306"
"199","1.001","8","0.5","40","26","516","2955","2497","0","0","0","0","2955","2497"
"197","1.001","8","0.5","40","28","492","2955","2498","0","0","0","0","2955","2498"
"200","1.001","8","0.5","40","17","505","2955","2500","0","0","0","0","2955","2500"
"198","1.001","8","0.5","40","27","503","2955","2497","0","0","0","0","2955","2497"
"202","1.001","8","0.5","60","2","750","2955","2337","132","25","44.670050761421315","10.69747539580659","2823","2312"
"201","1.001","8","0.5","60","4","791","2955","2306","7","1","2.3688663282571913","0.43365134431916735","2948","2305"
"199","1.001","8","0.5","40","27","516","2955","2497","0","0","0","0","2955","2497"
"197","1.001","8","0.5","40","29","492","2955","2498","0","0","0","0","2955","2498"
"200","1.001","8","0.5","40","18","505","2955","2500","0","0","0","0","2955","2500"
"198","1.001","8","0.5","40","28","503","2955","2497","0","0","0","0","2955","2497"
"202","1.001","8","0.5","60","3","777","2955","2312","27","1","9.137055837563452","0.43252595155709345","2928","2311"
"203","1.001","8","0.5","60","0","0","0","0","0","0","0","0","0","0"
"201","1.001","8","0.5","60","5","791","2955","2305","0","0","0","0","2955","2305"
"199","1.001","8","0.5","40","28","516","2955","2497","0","0","0","0","2955","2497"
"200","1.001","8","0.5","40","19","505","2955","2500","0","0","0","0","2955","2500"
"198","1.001","8","0.5","40","29","503","2955","2497","0","0","0","0","2955","2497"
"202","1.001","8","0.5","60","4","783","2955","2311","6","0","2.0304568527918785","0","2949","2311"
"203","1.001","8","0.5","60","1","619","2955","2955","619","619","209.47546531302876","209.47546531302876","2336","2336"
"201","1.001","8","0.5","60","6","792","2955","2305","1","0","0.338409475465313","0","2954","2305"
"199","1.001","8","0.5","40","29","516","2955","2497","0","0","0","0","2955","2497"
"200","1.001","8","0.5","40","20","505","2955","2500","0","0","0","0","2955","2500"
"202","1.001","8","0.5","60","5","785","2955","2311","2","0","0.676818950930626","0","2953","2311"
"203","1.001","8","0.5","60","2","729","2955","2336","110","23","37.22504230118443","9.845890410958903","2845","2313"
"201","1.001","8","0.5","60","7","793","2955","2305","1","0","0.338409475465313","0","2954","2305"
"200","1.001","8","0.5","40","21","505","2955","2500","0","0","0","0","2955","2500"
"202","1.001","8","0.5","60","6","785","2955","2311","0","0","0","0","2955","2311"
"203","1.001","8","0.5","60","3","757","2955","2313","28","4","9.475465313028765","1.7293558149589277","2927","2309"
"201","1.001","8","0.5","60","8","793","2955","2305","0","0","0","0","2955","2305"
"204","1.001","8","0.5","60","0","0","0","0","0","0","0","0","0","0"
"200","1.001","8","0.5","40","22","505","2955","2500","0","0","0","0","2955","2500"
"202","1.001","8","0.5","60","7","785","2955","2311","0","0","0","0","2955","2311"
"203","1.001","8","0.5","60","4","763","2955","2309","6","0","2.0304568527918785","0","2949","2309"
"205","1.001","8","0.5","60","0","0","0","0","0","0","0","0","0","0"
"201","1.001","8","0.5","60","9","794","2955","2305","1","0","0.338409475465313","0","2954","2305"
"204","1.001","8","0.5","60","1","619","2955","2955","619","619","209.47546531302876","209.47546531302876","2336","2336"
"200","1.001","8","0.5","40","23","505","2955","2500","0","0","0","0","2955","2500"
"202","1.001","8","0.5","60","8","785","2955","2311","0","0","0","0","2955","2311"
"150","1.001","8","0.2","80","26","1153","2955","2089","0","0","0","0","2955","2089"
"203","1.001","8","0.5","60","5","763","2955","2309","0","0","0","0","2955","2309"
"206","1.001","8","0.5","60","0","0","0","0","0","0","0","0","0","0"
"205","1.001","8","0.5","60","1","617","2955","2955","617","617","208.79864636209814","208.79864636209814","2338","2338"
"201","1.001","8","0.5","60","10","795","2955","2305","1","1","0.338409475465313","0.4338394793926247","2954","2304"
"204","1.001","8","0.5","60","2","757","2955","2336","138","46","46.700507614213194","19.691780821917806","2817","2290"
"200","1.001","8","0.5","40","24","505","2955","2500","0","0","0","0","2955","2500"
"202","1.001","8","0.5","60","9","785","2955","2311","0","0","0","0","2955","2311"
"203","1.001","8","0.5","60","6","764","2955","2309","1","0","0.338409475465313","0","2954","2309"
"206","1.001","8","0.5","60","1","619","2955","2955","619","619","209.47546531302876","209.47546531302876","2336","2336"
"205","1.001","8","0.5","60","2","751","2955","2338","134","30","45.346869712351946","12.83147989734816","2821","2308"
"201","1.001","8","0.5","60","11","795","2955","2304","0","0","0","0","2955","2304"
"204","1.001","8","0.5","60","3","785","2955","2290","28","0","9.475465313028765","0","2927","2290"
"200","1.001","8","0.5","40","25","505","2955","2500","0","0","0","0","2955","2500"
"202","1.001","8","0.5","60","10","785","2955","2311","0","0","0","0","2955","2311"
"203","1.001","8","0.5","60","7","764","2955","2309","0","0","0","0","2955","2309"
"205","1.001","8","0.5","60","3","773","2955","2308","22","2","7.4450084602368864","0.8665511265164644","2933","2306"
"206","1.001","8","0.5","60","2","743","2955","2336","124","28","41.96277495769882","11.986301369863012","2831","2308"
"201","1.001","8","0.5","60","12","795","2955","2304","0","0","0","0","2955","2304"
"204","1.001","8","0.5","60","4","791","2955","2290","6","0","2.0304568527918785","0","2949","2290"
"200","1.001","8","0.5","40","26","505","2955","2500","0","0","0","0","2955","2500"
"202","1.001","8","0.5","60","11","785","2955","2311","0","0","0","0","2955","2311"
"203","1.001","8","0.5","60","8","764","2955","2309","0","0","0","0","2955","2309"
"201","1.001","8","0.5","60","13","795","2955","2304","0","0","0","0","2955","2304"
"206","1.001","8","0.5","60","3","759","2955","2308","16","0","5.414551607445008","0","2939","2308"
"205","1.001","8","0.5","60","4","775","2955","2306","2","0","0.676818950930626","0","2953","2306"
"200","1.001","8","0.5","40","27","505","2955","2500","0","0","0","0","2955","2500"
"204","1.001","8","0.5","60","5","794","2955","2290","3","1","1.0152284263959392","0.4366812227074236","2952","2289"
"202","1.001","8","0.5","60","12","785","2955","2311","0","0","0","0","2955","2311"
"203","1.001","8","0.5","60","9","764","2955","2309","0","0","0","0","2955","2309"
"201","1.001","8","0.5","60","14","795","2955","2304","0","0","0","0","2955","2304"
"206","1.001","8","0.5","60","4","765","2955","2308","6","0","2.0304568527918785","0","2949","2308"
"200","1.001","8","0.5","40","28","505","2955","2500","0","0","0","0","2955","2500"
"204","1.001","8","0.5","60","6","795","2955","2289","1","0","0.338409475465313","0","2954","2289"
"205","1.001","8","0.5","60","5","776","2955","2306","1","1","0.338409475465313","0.43365134431916735","2954","2305"
"202","1.001","8","0.5","60","13","785","2955","2311","0","0","0","0","2955","2311"
"203","1.001","8","0.5","60","10","764","2955","2309","0","0","0","0","2955","2309"
"201","1.001","8","0.5","60","15","795","2955","2304","0","0","0","0","2955","2304"
"200","1.001","8","0.5","40","29","505","2955","2500","0","0","0","0","2955","2500"
"204","1.001","8","0.5","60","7","795","2955","2289","0","0","0","0","2955","2289"
"206","1.001","8","0.5","60","5","767","2955","2308","2","0","0.676818950930626","0","2953","2308"
"202","1.001","8","0.5","60","14","785","2955","2311","0","0","0","0","2955","2311"
"205","1.001","8","0.5","60","6","776","2955","2305","0","0","0","0","2955","2305"
"203","1.001","8","0.5","60","11","764","2955","2309","0","0","0","0","2955","2309"
"201","1.001","8","0.5","60","16","795","2955","2304","0","0","0","0","2955","2304"
"204","1.001","8","0.5","60","8","795","2955","2289","0","0","0","0","2955","2289"
"202","1.001","8","0.5","60","15","785","2955","2311","0","0","0","0","2955","2311"
"206","1.001","8","0.5","60","6","767","2955","2308","0","0","0","0","2955","2308"
"205","1.001","8","0.5","60","7","776","2955","2305","0","0","0","0","2955","2305"
"203","1.001","8","0.5","60","12","764","2955","2309","0","0","0","0","2955","2309"
"201","1.001","8","0.5","60","17","795","2955","2304","0","0","0","0","2955","2304"
"204","1.001","8","0.5","60","9","795","2955","2289","0","0","0","0","2955","2289"
"202","1.001","8","0.5","60","16","785","2955","2311","0","0","0","0","2955","2311"
"205","1.001","8","0.5","60","8","776","2955","2305","0","0","0","0","2955","2305"
"206","1.001","8","0.5","60","7","768","2955","2308","1","0","0.338409475465313","0","2954","2308"
"203","1.001","8","0.5","60","13","764","2955","2309","0","0","0","0","2955","2309"
"201","1.001","8","0.5","60","18","795","2955","2304","0","0","0","0","2955","2304"
"202","1.001","8","0.5","60","17","785","2955","2311","0","0","0","0","2955","2311"
"204","1.001","8","0.5","60","10","795","2955","2289","0","0","0","0","2955","2289"
"205","1.001","8","0.5","60","9","776","2955","2305","0","0","0","0","2955","2305"
"206","1.001","8","0.5","60","8","768","2955","2308","0","0","0","0","2955","2308"
"207","1.001","8","0.5","60","0","0","0","0","0","0","0","0","0","0"
"203","1.001","8","0.5","60","14","764","2955","2309","0","0","0","0","2955","2309"
"201","1.001","8","0.5","60","19","795","2955","2304","0","0","0","0","2955","2304"
"204","1.001","8","0.5","60","11","795","2955","2289","0","0","0","0","2955","2289"
"202","1.001","8","0.5","60","18","785","2955","2311","0","0","0","0","2955","2311"
"205","1.001","8","0.5","60","10","776","2955","2305","0","0","0","0","2955","2305"
"206","1.001","8","0.5","60","9","768","2955","2308","0","0","0","0","2955","2308"
"207","1.001","8","0.5","60","1","618","2955","2955","618","618","209.13705583756345","209.13705583756345","2337","2337"
"203","1.001","8","0.5","60","15","764","2955","2309","0","0","0","0","2955","2309"
"201","1.001","8","0.5","60","20","795","2955","2304","0","0","0","0","2955","2304"
"202","1.001","8","0.5","60","19","785","2955","2311","0","0","0","0","2955","2311"
"204","1.001","8","0.5","60","12","795","2955","2289","0","0","0","0","2955","2289"
"205","1.001","8","0.5","60","11","776","2955","2305","0","0","0","0","2955","2305"
"206","1.001","8","0.5","60","10","768","2955","2308","0","0","0","0","2955","2308"
"207","1.001","8","0.5","60","2","732","2955","2337","114","28","38.578680203045685","11.98117244330338","2841","2309"
"201","1.001","8","0.5","60","21","795","2955","2304","0","0","0","0","2955","2304"
"203","1.001","8","0.5","60","16","764","2955","2309","0","0","0","0","2955","2309"
"202","1.001","8","0.5","60","20","785","2955","2311","0","0","0","0","2955","2311"
"204","1.001","8","0.5","60","13","796","2955","2289","1","0","0.338409475465313","0","2954","2289"
"205","1.001","8","0.5","60","12","776","2955","2305","0","0","0","0","2955","2305"
"206","1.001","8","0.5","60","11","769","2955","2308","1","0","0.338409475465313","0","2954","2308"
"207","1.001","8","0.5","60","3","755","2955","2309","23","3","7.783417935702199","1.29926375054136","2932","2306"
"150","1.001","8","0.2","80","27","1153","2955","2089","0","0","0","0","2955","2089"
"203","1.001","8","0.5","60","17","764","2955","2309","0","0","0","0","2955","2309"
"201","1.001","8","0.5","60","22","795","2955","2304","0","0","0","0","2955","2304"
"202","1.001","8","0.5","60","21","785","2955","2311","0","0","0","0","2955","2311"
"204","1.001","8","0.5","60","14","796","2955","2289","0","0","0","0","2955","2289"
"205","1.001","8","0.5","60","13","776","2955","2305","0","0","0","0","2955","2305"
"206","1.001","8","0.5","60","12","769","2955","2308","0","0","0","0","2955","2308"
"207","1.001","8","0.5","60","4","767","2955","2306","12","0","4.060913705583757","0","2943","2306"
"203","1.001","8","0.5","60","18","764","2955","2309","0","0","0","0","2955","2309"
"201","1.001","8","0.5","60","23","795","2955","2304","0","0","0","0","2955","2304"
"202","1.001","8","0.5","60","22","785","2955","2311","0","0","0","0","2955","2311"
"204","1.001","8","0.5","60","15","796","2955","2289","0","0","0","0","2955","2289"
"205","1.001","8","0.5","60","14","776","2955","2305","0","0","0","0","2955","2305"
"206","1.001","8","0.5","60","13","769","2955","2308","0","0","0","0","2955","2308"
"207","1.001","8","0.5","60","5","769","2955","2306","2","0","0.676818950930626","0","2953","2306"
"203","1.001","8","0.5","60","19","764","2955","2309","0","0","0","0","2955","2309"
"201","1.001","8","0.5","60","24","795","2955","2304","0","0","0","0","2955","2304"
"202","1.001","8","0.5","60","23","786","2955","2311","1","1","0.338409475465313","0.4327131112072696","2954","2310"
"204","1.001","8","0.5","60","16","796","2955","2289","0","0","0","0","2955","2289"
"205","1.001","8","0.5","60","15","776","2955","2305","0","0","0","0","2955","2305"
"206","1.001","8","0.5","60","14","769","2955","2308","0","0","0","0","2955","2308"
"207","1.001","8","0.5","60","6","769","2955","2306","0","0","0","0","2955","2306"
"203","1.001","8","0.5","60","20","764","2955","2309","0","0","0","0","2955","2309"
"201","1.001","8","0.5","60","25","795","2955","2304","0","0","0","0","2955","2304"
"202","1.001","8","0.5","60","24","787","2955","2310","1","0","0.338409475465313","0","2954","2310"
"204","1.001","8","0.5","60","17","796","2955","2289","0","0","0","0","2955","2289"
"205","1.001","8","0.5","60","16","776","2955","2305","0","0","0","0","2955","2305"
"207","1.001","8","0.5","60","7","769","2955","2306","0","0","0","0","2955","2306"
"206","1.001","8","0.5","60","15","769","2955","2308","0","0","0","0","2955","2308"
"201","1.001","8","0.5","60","26","795","2955","2304","0","0","0","0","2955","2304"
"203","1.001","8","0.5","60","21","764","2955","2309","0","0","0","0","2955","2309"
"202","1.001","8","0.5","60","25","787","2955","2310","0","0","0","0","2955","2310"
"204","1.001","8","0.5","60","18","796","2955","2289","0","0","0","0","2955","2289"
"205","1.001","8","0.5","60","17","776","2955","2305","0","0","0","0","2955","2305"
"207","1.001","8","0.5","60","8","769","2955","2306","0","0","0","0","2955","2306"
"206","1.001","8","0.5","60","16","769","2955","2308","0","0","0","0","2955","2308"
"201","1.001","8","0.5","60","27","795","2955","2304","0","0","0","0","2955","2304"
"203","1.001","8","0.5","60","22","764","2955","2309","0","0","0","0","2955","2309"
"202","1.001","8","0.5","60","26","787","2955","2310","0","0","0","0","2955","2310"
"204","1.001","8","0.5","60","19","796","2955","2289","0","0","0","0","2955","2289"
"205","1.001","8","0.5","60","18","776","2955","2305","0","0","0","0","2955","2305"
"207","1.001","8","0.5","60","9","769","2955","2306","0","0","0","0","2955","2306"
"206","1.001","8","0.5","60","17","769","2955","2308","0","0","0","0","2955","2308"
"201","1.001","8","0.5","60","28","795","2955","2304","0","0","0","0","2955","2304"
"203","1.001","8","0.5","60","23","764","2955","2309","0","0","0","0","2955","2309"
"202","1.001","8","0.5","60","27","787","2955","2310","0","0","0","0","2955","2310"
"204","1.001","8","0.5","60","20","796","2955","2289","0","0","0","0","2955","2289"
"205","1.001","8","0.5","60","19","776","2955","2305","0","0","0","0","2955","2305"
"207","1.001","8","0.5","60","10","769","2955","2306","0","0","0","0","2955","2306"
"201","1.001","8","0.5","60","29","795","2955","2304","0","0","0","0","2955","2304"
"206","1.001","8","0.5","60","18","769","2955","2308","0","0","0","0","2955","2308"
"203","1.001","8","0.5","60","24","764","2955","2309","0","0","0","0","2955","2309"
"202","1.001","8","0.5","60","28","787","2955","2310","0","0","0","0","2955","2310"
"204","1.001","8","0.5","60","21","796","2955","2289","0","0","0","0","2955","2289"
"207","1.001","8","0.5","60","11","769","2955","2306","0","0","0","0","2955","2306"
"205","1.001","8","0.5","60","20","776","2955","2305","0","0","0","0","2955","2305"
"203","1.001","8","0.5","60","25","764","2955","2309","0","0","0","0","2955","2309"
"206","1.001","8","0.5","60","19","769","2955","2308","0","0","0","0","2955","2308"
"202","1.001","8","0.5","60","29","787","2955","2310","0","0","0","0","2955","2310"
"204","1.001","8","0.5","60","22","796","2955","2289","0","0","0","0","2955","2289"
"207","1.001","8","0.5","60","12","769","2955","2306","0","0","0","0","2955","2306"
"205","1.001","8","0.5","60","21","776","2955","2305","0","0","0","0","2955","2305"
"206","1.001","8","0.5","60","20","769","2955","2308","0","0","0","0","2955","2308"
"203","1.001","8","0.5","60","26","764","2955","2309","0","0","0","0","2955","2309"
"204","1.001","8","0.5","60","23","796","2955","2289","0","0","0","0","2955","2289"
"207","1.001","8","0.5","60","13","769","2955","2306","0","0","0","0","2955","2306"
"205","1.001","8","0.5","60","22","776","2955","2305","0","0","0","0","2955","2305"
"203","1.001","8","0.5","60","27","764","2955","2309","0","0","0","0","2955","2309"
"206","1.001","8","0.5","60","21","769","2955","2308","0","0","0","0","2955","2308"
"204","1.001","8","0.5","60","24","796","2955","2289","0","0","0","0","2955","2289"
"208","1.001","8","0.5","60","0","0","0","0","0","0","0","0","0","0"
"207","1.001","8","0.5","60","14","769","2955","2306","0","0","0","0","2955","2306"
"203","1.001","8","0.5","60","28","764","2955","2309","0","0","0","0","2955","2309"
"205","1.001","8","0.5","60","23","776","2955","2305","0","0","0","0","2955","2305"
